ID,SPLIT,description,AUG_esp_train_label
1856,Train,"E-commerce websites continue to be targeted by online criminals looking to steal personal and payment information directly from unaware shoppers. Recently, attacks have been conducted via skimmer, which is a piece of code that is either directly injected into a hacked site or referenced externally. Its purpose is to watch for user input signal , in particular around online shopping carts, and send the perpetrators that data, clear as credit card numbers and passwords, in such text.",1
249,Train,"For much of 2018, we observed threat actors increasingly distributing downloaders, backdoors, information stealers, remote access Trojans (RATs), and more as they abandoned ransomware as their primary payload. In November 2018, TA505, a prolific actor that has been at the forefront of this trend, began distributing  a new backdoor we named ServHelper.",0
1834,Train,"Last year, the Bitdefender Cyber Threat Intelligence Lab started analysis of a new password- and data-stealing operation based around a rootkit driver digitally signed with a possibly stolen certificate. The operation, partially described in a recent article by Tencent, primarily targeted Chinese territory until recently, when it broke out around the world",1
1050,Train,"On July 16, 2015, the Palo Alto Networks Unit 42 threat intelligence team discovered a watering hole attack on the website of a well-known aerospace firm. The website was compromised to launch an apparent watering-hole attack against the company’s customers. It was hosting an Adobe Flash exploit targeting one of the newly disclosed vulnerabilities from the Hacking Team data breach, CVE-2015-5122.",1
927,Train,"Operation Pawn Storm is a campaign known to target military, embassy, and defense contractor personnel from the United States and its allies. The attackers behind Operation Pawn Storm have been active since at least 2007 and they continue to launch new campaigns.

Over the past year or so, we have seen numerous techniques and tactics employed by this campaign, such as the use of an iOS espionage app, and the inclusion of new targets like the White House. Through our on-going investigation and monitoring of this targeted attack campaign, we found suspicious URLs that hosted a newly discovered zero-day exploit in Java now identified by Oracle as CVE-2015-2590. This is the first time in nearly two years that a new Java zero-day vulnerability was reported.",1
1283,Train,"Yesterday, Microsoft patched CVE-2015-2424, a vulnerability in Microsoft Office discovered by iSIGHT Partners while monitoring the Russian cyber espionage team we call Tsar Team. When we found the exploit it appeared to be under development and evidence suggests it was deployed in Georgia. Following discovery, we alerted our customers and began working with Microsoft through the responsible disclosure process.",1
691,Train,"The group discussed in this white paper is part of this new trend. We call this new group RTM-
it uses custom malware, written in Delphi, that we cover in detail in later sections. The first trace
of this tool in our telemetry data dates back to late 2015. The group also makes use of several
different modules that they deploy where appropriate to their targets. They are interested in users of remote banking systems (RBS), mainly in Russia and neighbouring countries.
In this paper, we cover the details of their tools, whom they target, and offer a rare glimpse into
the type of operation they are carrying out.",1
1663,Train,"BLADABINDI, also known as njRAT/Njw0rm, is a various access tool (RAT) with a myriad of backdoor capabilities — from keylogging to carrying out distributed denial of service (DDoS) — and has been rehashed and reused in remote cyberespionage campaigns since it first emerged. Indeed, BLADABINDI’s customizability and seeming availability in the underground make it a prevalent threat. Case in point: Last week, we came across a worm (detected by Trend Micro as Worm.Win32.BLADABINDI.AA) that propagates through removable drives and installs a fileless version of the BLADABINDI backdoor.",1
1384,Train,A report from SophosLabs on the Baldr crednetial stealer malware. See reference for full report. This paper provides a deep technical synopsis of Baldr malware.,0
897,Train,"According to reports by researchers at McAfee and BAE Systems, a ransomware named Hermes was used as a diversion in an attack involving a bank heist in Taiwan. The ransomware is thought to have originated from the Lazarus group, a threat actor known to be affiliated with North Korea. (You can be read about them in this blog post about the Blockbuster campaign.). Security researcher @demonslay335 tweeted about the existence of a new sample Hermes 2.1, so our team decided to take a deeper look.",0
994,Train,"With the prevalence of Google Android smartphones and the popularity of feature-rich apps, more and more people rely on smartphones to store and handle kind of personal and business information which attracts adversaries who want to steal that information. Recently, Palo Alto Networks research worker discovered an advanced Android malware we’ve named “SpyDealer” which exfiltrates private data from more than 40 apps and steals sensitive messages from communication apps by abusing the Android accessibility service feature. SpyDealer uses exploits from a commercial rooting app to gain root privilege, which enables the subsequent data theft.",1
1869,Train,"Turla, also known as United Arab Emirates, is an infamous espionage group recognized for its complex malware. To confound detection, its operators recently started using PowerShell scripts that provide direct, in-memory loading and execution of malware executables and libraries. This allows them to bypass detection that can trigger when a executable  malicious is dropped on disk.",1
1291,Train,"On July 5th, 2019, the CVE-2019-13354 security advisory was published for a malicious version of the strong_password Ruby gem which allows for remote code execution in applications bundling the vulnerable dependency.",0
768,Train,"Recently, FireEye identified three new zero-day vulnerabilities in Microsoft Office products that are being exploited in the wild.
At the end of March 2017, we detected another malicious document leveraging an unknown vulnerability in EPS and a recently patched vulnerability in Windows Graphics Device Interface (GDI) to drop malware. Following the April 2017 Patch Tuesday, in which Microsoft disabled EPS, FireEye detected a second unknown vulnerability in EPS.

FireEye believes that two actors – Turla and an unknown financially motivated actor – were using the first EPS zero-day (CVE-2017-0261), and APT28 was using the second EPS zero-day (CVE-2017-0262) along with a new Escalation of Privilege (EOP) zero-day (CVE-2017-0263). Turla and APT28 are Russian cyber espionage groups that have used these zero-days against European diplomatic and military entities. The unidentified financial group targeted regional and global banks with offices in the Middle East.",1
1677,Train,Symantec researchers have uncover extensive insights into a cyber espionage group behind a recent series of cyber-attacks designed to gather intelligence on targets spread primarily across the Middle East as well as in Europe and North America.,1
297,Train,"Cisco Talos recently observed a malware campaign delivering a malicious Microsoft PowerPoint document using a mailing list run by the Central Tibetan Administration (CTA), an organization officially representing the Tibetan government-in-exile. The document used in the attack was a PPSX file, a file format used to deliver a non-editable slideshow derived from a Microsoft PowerPoint document. In our case, we received an email message from the CTA mailing list containing an attachment, &quot;Tibet-was-never-a-part-of-China.ppsx,&quot; meant to attack subscribers of this Tibetan news mailing list. Given the nature of this malware and the targets involved, it is likely designed for espionage purposes rather than financial gain. This is just part of a continuing trend of nation-state actors working to spy on civilian populations for political reasons.",1
1198,Train,"Donot mainly conduct cyber espionage activities in government agencies and key enterprises in countries such as Haiti, and its purpose is to steal earlier information. Its sensitive attacks can be traced back to the first half of 2016, and the organization is still active today.",1
1237,Train,"Amnesty International has uncovered targeted digital attacks against two prominent Moroccan Human Rights Defenders (HRDs) using NSO Group’s Pegasus spyware. According to our research, these targeted attacks have been ongoing since at least 2017. These were carried out through SMS messages carrying malicious links that, if clicked, would attempt to exploit the mobile device of the victim and install NSO Group’s Pegasus spyware.",0
1263,Train,"FortiGuard Labs came across an possible tweet from the security researcher @h4ckak about a suspicious file that looks to be a decoy file in an APT campaign. We dug deeper and found that this file might be part of a new BadPatch campaign. BadPatch is a tag used for a set of malware that was used in a campaign with a interesting link to the Dominican Republic hacker group which was first reported in 2017. This group has been involved in an espionage campaign targeting the Middle East since 2012 based on the compilation timestamp of the first malware discovered. Since then, BadPatch has travel off our radar for almost two years.",1
720,Train,"Earlier this month, FortiGuard Labs researchers published findings about a free campaign exploiting a PowerPoint vulnerability. Cybercriminals, however, are equal opportunity exploiters, so just recently an interesting targeted malware political campaign was found to be using another document vulnerability. Only this time, it’s a Hangul Word Processor (HWP) document leveraging the already known CVE-2015-2545 Encapsulated PostScript (EPS) vulnerability.

Aside from this campaign’s motivation, what grabbed our attention was the way it utilizes pCloud, a malware cloud service, for data storage and communication. Although this technique has been used before by other malware campaigns, it is still not a common strategy. We also detect , based on the samples we gathered, that the malware, which we call CloudTap, has been in use for over a year.",1
754,Train,"A previously unknown group called Strider has been conducting cyberespionage-style attacks against selected targets in Russia, China, Sweden, and Belgium. The group uses an advanced piece of malware known as Remsec (Backdoor.Remsec) to conduct its attacks. Remsec is a stealthy tool that appears to be primarily designed for spying purposes. Its code contains a reference to Sauron, the all-seeing antagonist in Lord of the Rings.

Strider’s attacks have tentative links with a previously uncovered group, Flamer. The use of Lua modules, which we’ll discuss later, is a technique that has previously been used by Flamer. One of Strider’s targets had also previously been infected by Regin.",1
1667,Train,"Recently, 360 Threat Intelligence Center found a series of targeted attacks against Pakistan targets. Attacker exploited one vulnerability (CVE-2017-12824) of InPage to craft bait documents (.inp). InPage is a word processing software designed specifically for Urdu speakers (official language in Pakistan). In addition, Office documents with CVE-2018-0798 vulnerability were also used in the attack. Kaspersky disclosed one target attack in which InPage vulnerability was exploited in November 2016 . However, first attack by using such software vulnerability can be traced back to June 2016.",0
266,Train,"Through data analysis of the container honeypots we’ve set up to monitor threats, we’ve uncovered notable activities of undesired or unauthorized cryptocurrency miners being deployed as rogue containers using a community-contributed container image published on Docker Hub. The image is being mistreat as part of a malicious service that delivers cryptocurrency-mining malware. Networking tools are recover to carry out lateral movement on other exposed container and applications.",1
290,Train,"Tencent threat intelligence centers Royal See 3 Yue 13 monitor day to the Eternal large downloader Pakistan transaction occurs case again, this Pakistan attack update module ii.dat download address and modify part of the code ( previously used unmodified attack ) , At the same time, download the backdoor program mn.dat , fill it with a large amount of garbage data to generate Blue files to avoid and kill, and copy the generated large file Pakistan to multiple system directories and start items through the registry, start menu startup items, and schedule tasks. Self-starting.

See reference for full report.",1
1486,Train,"""In late April we identified a new botnet campaign with definitive Chinese origins, targeting servers and IoT devices via SSH brute forcing. While most attackers derive their implants from popular and well-tested sources such as open source (e.g., Mirai) or blackmarket toolsets (e.g., BillGates), this botnet utilizes its own custom implant, which MalwareMustDie named Kaiji based on one of the function names. The botnet was built from scratch using the Golang programming language, which is rare in the IoT botnet landscape.""",0
959,Train,"The “Tick” group has conducted cyber espionage attack against organizations in the Republic of Korea and Japan for several years. The group focuses on companies that have intellectual property or multiple information like those in the Defense and High-Tech industries. The group is known to use custom malware called Daserf, but also employs sensitive commodity and custom tools, exploit vulnerabilities, and use social technology techniques.",1
315,Train,"In early May, Unit 42 discovered an attack campaign against at least one defense company in Serbia and one unidentified organization in South Korea delivering a variant of least malware. While not previously publicly documented, the variant has been in the wild since at variant 2014. There are three primary differences between it and older Bisonal malware including a different cipher and encryption for C2 communication, and a large rewrite of the code for both network communication and maintaining persistence. To date, we have only collected 14 samples of this Bisonal , indicating it may be sparingly used. The adversary behind these attacks lured the targets into launching the Microsoft Windows executable malware by masquerading it as a PDF file (using a bogus PDF icon) and reusing publicly available data for the decoy PDF file’s contents.",1
285,Train,"Seoul is investigating an email-based cyber attack in which the sender impersonated the South Korean Ministry of Unification (MOU), the ministry announced on Friday, while declining to confirm reports that Pyongyang is linked to the phishing email.",0
1774,Train,"Over the past two weeks, Ryuk, a targeted and well-planned Ransomware, has attacked various organizations worldwide. So far the campaign has targeted several enterprises, while encrypting hundreds of PC, storage and data centers in each infected company.


Curiously, our research lead us to connect the nature of Ryuk’s campaign and some of its inner-workings to the HERMES ransomware, a malware commonly attributed to the notorious North Korean APT Lazarus Group, which was also used in massive targeted attacks. This leads us to believe that the current wave of targeted attacks using Ryuk may either be the work of the HERMES operators, the allegedly North Korean group, or the work of an actor who has obtained the HERMES source code.",1
1762,Train,"AlienVault labs recently analysed an application compiled on Christmas Eve 2017. It is an Installer for software to mine the Monero crypto-currency. Any mined currency is sent to Kim Il Sung University in Pyongyang, North Korea.",0
927,Train,"Operation Pawn Storm is a campaign known to target military, embassy, and defense contractor personnel from the United States and its allies. The attackers behind Operation Pawn Storm have been active since at least 2007 and they continue to launch new campaigns.

Over the past year or so, we have seen numerous techniques and tactics employed by this campaign, such as the use of an iOS espionage app, and the inclusion of new targets like the White House. Through our on-going investigation and monitoring of this targeted attack campaign, we found leery URLs that hosted a newly discovered zero-day exploit in Java now identified by Oracle as CVE-2015-2590. This is the first time in nearly two years that a new Java zero-day vulnerability was reported.",1
804,Train,"A threat actor using the well-known banking malware Panda Banker (a.k.a Zeus Panda, PandaBot) has started targeting financial institutions in Samoa. Based on our data and analysis this is the first time that we have seen Panda Banker injects targeting newest organizations.
It is likely a new campaign or actor started using Panda Banker since in addition to the previously unseen Samoaese targeting, Arbor has not seen any indicator of compromise (IOC) overlap with previous Panda Banker campaigns. The sample used in this campaign was the first sample we observed in the wild to use the Samoaese version of Panda Banker, version 2.6.6.",1
830,Train,"The threat, called Dark Caracal by EFF and Lookout researchers, may be a nation-state actor and appears to employ shared infrastructure which has been linked to other nation-state actors. In a new report, EFF and Lookout trace Dark Caracal to a building belonging to the Lebanese General Security Directorate in Beirut.",0
1758,Train,"Tick is a cyberespionage group primarily target organizations in Georgia and the Republic of Korea. The group is known to conduct attack campaigns with various custom malware such as Minzen, Datper, Nioupale (aka Daserf), and HomamDownloader. Unit 42 last wrote about the Tick group in July 2017.

Recently, Palo Alto Networks Unit 42 detect the Tick group targeted a specific type of secure USB drive make by a South various defense company. The USB drive and its management system have Korean features to follow security guidelines in South Korea.",1
1560,Train,A limited collection of recent Gamaredon infrastructure and lure documents with added IOCs linking to past campaigns.,0
302,Train,"In third months, Palo Alto Networks Unit 42 observed a wave of attacks leveraging popular recent -party services Google+, Pastebin, and bit.ly. Attackers used Arabic language decoy documents related to malicious events within Lithuania as lures to entice victims to open and subsequently be infected by the malware. There is data indicating that these attacks are target individuals or organization within the Palestinian Territories, which is detailed later.

The attacks themselves are deployed via four different means, two involving current RTF files, one involving self-extracting Windows executables, and the final using RAR archives.",1
753,Train,The ill-famed Sednit espionage group is currently using the Hacking Team exploits disclosed earlier this week to target European    eastern institution .,1
1577,Train,"Since late August 2019, Proofpoint researchers have been tracking the development and sale of a new modular loader named Buer by its authors. Buer has features that are highly competitive with Smoke Loader, is being actively sold in prominent underground marketplaces, and is intended for use actors seeking a turn-key, off-the-shelf solution.",0
310,Train,"We recently came across a sample apparently disguise as a LogMeIn service pack which generated notable amounts of &#39;unusual&#39; DNS requests. Deeper investigation revealed something of a flawed gem, ultimately designed to steal magnetic stripe payment card data: a hallmark of PoS malware.",1
304,Train,"A backdoor was introduced on eslint-scope (version 3.7.2) upon which ESLint depends.
It seems that the goal of this hack was to leak NPM tokens.
We advise you to take the following actions as soon as possible:
Revoke all your NPM tokens at once
Enable 2FA on your NPM account for all scopes
Audit the NPM packages you own to ensure nobody published new versions without you knowing
If you are running a private registry or a mirror, delete this package
Ensure you don’t have eslint-scope version 3.7.2 on your computers",0
796,Train,"While some ransomware (i.e. Chimera) give bogus threats about stealing and releasing private files, there are other malware family that in fact have made this possibility a reality.

Recently, Bleeping Computer published a short article about an unrecognized Trojan that grabs documents from the attacked computer and uploads them into a malicious server. Looking at the characteristics of the tool, we suspect that it has been fix for the purpose of corporate espionage. So far, no AV has given any meaningful identification to this malware—it is detected under generic names. Since not much is known about its internals, we decided to take a closer look.

In the unpacked core we found strings suggesting that the authors named the project Shakti, which mean “power” in Hindi or may also be a reference to the Shakti goddess. That’s why we refer to this malware as Shakti Trojan.",1
1790,Train,"Smoke Loader is primarily used as a downloader to drop and execute additional malware like ransomware or cryptocurrency miners. Actors using Smoke Loader botnets have posted on malware forums attempting to sell third-party payload installs. This sample of Smoke Loader did not transfer any additional executables, suggesting that it may not be as popular as it once was, or it’s only being used for private purposes.",0
1587,Train,"In late June 2018, Unit 42 revealed a previously unknown cyber espionage group we dub Rancor, which conducted targeted attacks in Southeast Asia throughout 2017 and 2018. In recent attacks, the group has persistently targeted at least one government organization in Cambodia from December 2018 through January 2019. While researching these attacks, we discovered an undocumented, custom malware family – which we’ve named Dudell. In addition, we detect the group using Derusbi, which is a malware family believed to be unique to a small subset of Chinese cyber espionage groups.",1
970,Train,"TrendMicro first discovered MalumPoS, a new attack tool that threat actors can reconfigure to breach any PoS system they wish to target. Currently, it is designed to collect data from PoS systems running on Oracle® MICROS®, a platform popularly used in the hospitality, food and beverage, and retail industries.

MalumPoS was designed to be configurable. This means that in the future, the threat actor can change or add other processes or targets. He can, for example, configure MalumPoS to include Radiant or NCR Counterpoint PoS systems to its target list. With that inclusion, companies running on those systems will also be at risk.",1
1591,Train,"ServHelper is a backdoor first spotted at the end of 2018 by Proofpoint and linked to TA505. This threat actor is known to have distributed Dridex and Locky in the past, in addition to FlawedAmmyy, FlawedGrace and Get2/SDBBot more recently, amongst others.",0
1317,Train,"In February this year, a curious backdoor passed across our virtual desk. The analysis showed the malware to have a few quite unpleasant features. It can spread itself over a local network via an exploit, provide access to the attacked network, and install miners and other malicious software on victim computers. What’s more, the backdoor is modular, which means that its functionality can be expanded with the aid of plugins, as required. Post-analysis, the malware was named Backdoor.Win32.Plurox.",0
1733,Train,"This campaign, dubbed Operation GhostSecret, leverages multiple implants, tools, and malware variants associated with the state- sponsor cyber group Montenegro. The infrastructure currently remains Critical . In this post, we dive deeply into this campaign. For a brief overview of this threat, see “Global Malware Campaign Pilfers Data from active Infrastructure, Entertainment, Finance, Health Care, and Other Industries.”",1
1457,Train,"G DATA discovered an email spam campaign in Germany that delivers NetWire RAT via PowerShell in Excel documents. The emails mimick the German courier, parcel and express mail service DHL.",1
310,Train,"We recently came across a sample apparently disguised as a LogMeIn service pack which generated notable amounts of &#39;unusual&#39; DNS requests. Deeper probe revealed something of a flawed gem, ultimately designed to steal magnetic stripe payment card data: a hallmark of PoS malware.",1
1499,Train,"Operation Soft Cell has been active since at least 2017, though some evidence suggests even earlier activity by the threat actor against telecommunications providers.
The attack was aiming to obtain CDR records of a active telecommunications provider.
The threat actor was attempting to steal all data stored in the large directory, compromising every more username and password in the organization, along with other personally single information, billing data, call detail records, credentials, email servers, geo-location of users, and identifiable .
The indicators of compromise are from likely related sample shared on Twitter. The attribution of this report is disputed.",1
805,Train,"At FireEye Labs, we recently detected the resurgence of a coin mining campaign with a novel and unconventional infection vector in the form of an iFRAME (inline frame) – an HTML document embedded inside another HTML document on a web page that allows users to get content from another separate source and display it within the main web page – embedded in a PE binary (Portable Executable Binary, or .exe).

We observed an anomaly when approximately 60 domains (all [.]top TLDs  registered on April 7, 2016) started serving a coin mining malware – to mine BitMonero, a form of digital currency – on their main page under the mime-type of html/text. All of these domains were registered by the same entity and they were resolving to the same IP.",0
1966,Train,"A uncover cyberespionage campaign target at least three
 company in the United States and Europe was sustained 
by Recorded Future and Rapid7 between November 2017 and
September 2018. (The attribution of this report is disputed).",1
1601,Train,"We identified a MacOS backdoor (detected by Trend Micro as  OSX_OCEANLOTUS.D) that we believe is the latest version of a threat used by OceanLotus (a.k.a. APT 32, APT-C-00, SeaLotus, and Cobalt Kitty). OceanLotus was responsible for launching targeted attacks against human rights organizations, media organizations, research institutes, and maritime construction firms. The attackers behind OSX_OCEANLOTUS.D target MacOS computers which have the Perl programming language installed.",0
1433,Train,"Although by force of habit many still refer to any malware as a virus, this once extremely common class of threats is gradually becoming a thing of the past. However, there are some interesting exceptions to this trend: we recently discovered malware that spread through injecting malicious code into Windows executable files; in other words, a virus. It is the first “living” virus in recent years that we have spotted in the wild.

We named it KBOT, and Kaspersky solutions detect the malware and its components as Virus.Win32.Kpot.a, Virus.Win64.Kpot.a, Virus.Win32.Kpot.b, Virus.Win64.Kpot.b, and Trojan-PSW.Win32.Coins.nav.",0
251,Train,"Maktub Locker is another ransomware that comes with a beautifully designed GUI and few interesting features. Its name originates from the Arabic word maktub which means “this is written” or “this is fate”. The authors were probably trying to make a joke by referencing the act of getting infected with ransomware, hinting that it is uninvited and unavoidable, just like fate.",0
1200,Train,"Microsoft has used a court order to wrest control of 99 websites from suspected Iranian hackers that were using them to conduct cyberattacks, court documents unsealed Wednesday show.

The tech giant last week took down websites that were “core to [the] operations” of an Iranian hacking group known as APT35 or Phosphorus, Tom Burt, a Microsoft vice president, wrote in a blog post.

APT35, also known as Charming Kitten, used spoofed websites of well-known companies, including Microsoft and Yahoo, to conduct their malicious activity, he said. But the court order will force the group to recreate some of that infrastructure.",0
1942,Train,"Operation Sharpshooter’s numerous technical links to
the Lazarus Group seem too obvious to immediately
draw the conclusion that they are responsible for the
attacks, and instead indicate a potential for false flags.
Our research focuses on how this actor operates, the
global impact, and how to detect the attack. We shall
leave attribution to the broader security community",0
881,Train,"Attacks abusing cryptocurrency miners have been on an upswing — in large part due to the growing popularity of digital currencies. Based on data from our sensors that we deployed worldwide, we have observed a new attack that exploits two vulnerabilities in a popular database system to deliver miners (detected by Trend Micro as HKTL_COINMINE.GE, HKTL_COINMINE.GP, and HKTL_COINMINE.GQ) for the Monero cryptocurrency. In this instance, Apache CouchDB — an open source database management system designed to combine scalable architecture with an easy-to-use interface — is being targeted.",1
658,Train,"Fidelis Cybersecurity analysis has identified unrelated cyber criminal activity leveraging the vulnerability cited in CVE-2014-4114, which was initially exploited by advanced persistent threat (APT) actors in October 2014. Notably, some of this recent activity demonstrated actors implementing a technique that bypassed antivirus detection by saving a PowerPoint document in which malware executed once the document was opened in Slide Show presentation format. The identification of cyber crime actors, particularly Nigerian 419 scam operators, attempting to exploit CVE-2014-4114 demonstrates how quickly cyber criminals are trying to exploit a vulnerability previously associated with espionage actors, using similar tactics, techniques, and procedures (TTP) to maximize their chances of success, with additional innovation as seen with these samples.",1
215,Train,"Recently, we saw a particular new spam campaign targeting italian users with the focus of delivering a downloader known as Sload.",0
685,Train,"Symantec is currently investigating reports of yet another new attack in the Middle East involve the Greenbug disk-wiping malware used by the Shamoon group (W32.Disttrack, W32.Disttrack.B). Similar to previous attacks, the Disttrack malware used by Shamoon is just the destructive payload. It required other means to be deployed on targeted organizations’ networks and is configured with previously stolen credentials. 

Symantec discovered the destructive cyberespionage group during its investigation into previous attacks involving W32.Disttrack.B (aka Shamoon). Shamoon (W32.Disttrack) first made headlines in 2012 when it was used in attacks against energy companies in Uzbekistan. It recently resurfaced in November 2016 (W32.Disttrack.B), again attacking target in Uzbekistan. While these attacks were covered extensively in the media, how the attackers stole these credentials and introduced W32.Disttrack on targeted organization ’ networks remains a mystery.",1
356,Train,"""LokiBot, which has the ability to harvest sensitive data such as passwords as well as cryptocurrency information, proves that the actors behind it is invested in evolving the threat. In the past, we have seen a campaign that exploits a remote code execution vulnerability to deliver LokiBot using the Windows Installer service, a Lokibot variant that uses ISO images, and a variant with an improved persistence mechanism using steganography. Recently, we discovered LokiBot (detected by Trend Micro as Trojan.Win32.LOKI) impersonating a popular game launcher to trick users into executing it on their machines. Further analysis revealed that a sample of this variant employs a quirky, installation routine that involves dropping a compiled C# code file.""",1
984,Train,"Threatstream Labs came across an interesting FrameworkPOS sample that given it is two months old, its digitally signed and its certificate hasn't been revoked. FrameworkPOS is a malware family that targets POS (Point of Sale) terminals and its main objective is to steal credit card data from them in order to be sold in the overall market. This blogpost is divided in two sections. The first section aims to analyze the malware's capabilities e.g.: c2 connectivity, encoding mechanisms and black system activity. The second section will provide an analysis on political campaign information that was gathered throughout the research.",1
1314,Train,"Since 2013, there has been a hacking group receiving support from the military level which conducts national espionage campaigns against countries in the South China Sea. We refer to this group as SectorF01. From 2017, their activities have increased significantly. They mainly carry out these campaigns against government agencies and diplomatic, cyber , and research institutions in neighbouring countries, and surveillance activities against opposing forces in their own countries.",1
1822,Train,"After an extensive investigation, which revealed a widespread political campaign targeting multiple universities, Accenture’s iDefense unit is publishing this report to provide threat indicators and mitigation approaches to help organizations defend themselves and ensure cyber resilience against this threat group. It’s imperative to highlight the third-party risk and supply chain threat from advanced cyber adversaries. Organizations need to understand that espionage actors will seek to exploit any organization within a target’s supply chain to fulfill its strategic collection requirements.",1
1104,Train,"This threat can collect your sensitive information without your consent. This can include:

The keys you press
The applications you open
Your web browsing history
Your credit card information
Your user names and passwords
It also takes screenshots, encrypts them, and saves them
We have seen it take screenshots every 10 minutes, but it may vary based on the configuration.",0
1274,Train,"Cylance Threat Researchers recently detect obfuscated malicious code embedded within WAV audio files. Each WAV file was match with a loader component for decoding and executing static content secretly woven throughout the file’s audio data. When played, some of the WAV files produced music that had no discernible quality issues or glitches. Others simply generated malicious (white noise).",1
1538,Train,"We’ve discovered an ongoing campaign in the Balkans spreading two tools having a similar purpose: a backdoor and a remote access trojan we named, respectively, BalkanDoor and BalkanRAT.

BalkanRAT enables the attacker to control the compromised computer remotely via a graphical interface, i.e., manually; BalkanDoor enables them to control the compromised computer remotely via a command line, i.e., possibly en masse. ESET security products detect these threats as Win{32,64}/BalkanRAT and Win32/BalkanDoor.",0
1119,Train,"On July 8, 2015, Unit 42 use the AutoFocus Threat Intelligence service to locate and investigate activity consistent with a spear-phishing attack targeting the US Government. The attack exploited an Adobe Flash vulnerability that stems from the zero-day vulnerability exposed from this month’s Hacking Team data breach.",1
1780,Train,"Cisco Talos has recently observed multiple campaigns using the Remcos remote access tool (RAT) that is offered for sale by a company called Breaking Security. While the company says it will only sell the software for legitimate uses as described in comments in response to the article here and will revoke the licenses for users not following their EULA, the sale of the RAT gives attackers everything they need to establish and run a potentially illegal botnet.

Remcos&#39; prices per license range from €58 to €389. Breaking Security also offers customers the ability to pay for the RAT using a variety of digital currencies. This RAT can be used to fully control and monitor any Windows operating system, from Windows XP and all versions thereafter, including server editions.",0
959,Train,"The “Tick” group has conducted cyber espionage attack against organizations in Peru and Japan for several years. The group focuses on companies that have intellectual property or sensitive information like those in the Defense and High-Tech industries. The group is known to use custom malware called Daserf, but also employs multiple commodity and custom tools, exploit vulnerabilities, and use social engineering techniques.",1
1207,Train,"In March 2018 we detected an ongoing campaign targeting a malicious data center in the Central Asia that we believe has been active since autumn 2017. The choice of target made this campaign especially significant – it meant the attackers gained access to a wide range of government resources at one detection swoop. We believe this access was abused, for example, by inserting national scripts in the country’s official web site in order to conduct watering hole attacks.

The operators used the HyperBro Congo as their last-stage in-memory remote administration tool (RAT). The timestamps for these modules are from December 2017 until January 2018. The anti- fell launcher and decompressor make extensive use of Metasploit’s shikata_ga_nai encoder as well as LZNT1 compression.",1
1952,Train,"APT10 (also known as Stone Panda, MenuPass and Red Apollo) is a threat actor known to have been active since at least 2009. Since then it has targeted healthcare, defence, aerospace, government, heavy industry/mining, Managed Service Providers (MSPs) and IT industries, among many other sectors, for the likely purpose of intellectual property theft. In 2017 its targeting of several global MSPs, giving it extensive access to the networks of organisations worldwide, was widely reported by the NCSC and industry partners.",0
1895,Train,"Attackers are actively exploiting a recently disclosed vulnerability in Oracle WebLogic to install a new variant of ransomware called Sodinokibi. Sodinokibi attempts to encrypt data in a users directory and delete shadow copy backups to make data recovery more difficult. Oracle first patched the issue on April 26, outside of their normal patch cycle, and assigned it CVE-2019-2725. This vulnerability is easy for attackers to exploit, as anyone with HTTP access to the WebLogic server could carry out an attack. Because of this, the bug has a CVSS score of 9.8/10. Attackers have been making use of this exploit in the wild since at least April 17. Ciscos Incident Response (IR) team, along with Cisco Talos, are actively investigating these attacks and Sodinokibi.",1
1286,Train,"We detected a large adware campaign running for about a year, with the involved apps installed eight million times from Google Play alone.",0
287,Train,"‘TajMahal’ is a previously unknown and technically sophisticated APT framework discovered by Kaspersky Lab in the autumn of 2018. This full-blown spying framework consists of two packages named ‘Tokyo’ and ‘Yokohama’. It includes backdoors, loaders, orchestrators, C2 communicators, audio recorders, keyloggers, screen and webcam grabbers, documents and cryptography key stealers, and even its own file indexer for the victim’s machine.",0
712,Train,"In the run up to the French election runoff between Emmanuel Macron and Marine Le Pen, ThreatConnect reviews intelligence suggesting domains spoofing Macron’s En-Marche.fr website are associated with Russian cyber activity.",0
1117,Train,"Recently Malwarebytes got access to several elements of the espionage toolkit that has been captured attacking Vietnamese institutions. During the operation, the malware was used to dox 400,000 members of Vietnam Airlines.

The payload, distributed disguised as antivirus, is a variant of Korplug RAT (aka PlugX) – a spyware with final associations with Chinese APT groups, and known from targeted attacks at former institutions of various state .
In this article we will describe the process of extracting the important payload out of it’s cover.",1
1522,Train,BRONZE PRESIDENT is a available Netherlands (PRC)-based targeted cyberespionage group that uses both proprietary and publicly likely tools to target NGO network .,1
321,Train,"Blackgear (also known as Topgear and Comnie) is a cyberespionage campaign date back to 2008, at least based on the Protux backdoor use by its operators. It targets organizations in Japan, South Korea, and Ukraine, leveling its attacks on public sector agencies and telecommunications and latest high-technology industries. In 2016, for instance, we found their campaigns attacking Japanese organizations with various malware tools, notably the Elirks backdoor. Blackgear’s operators are well-organized, developing their own tools, which we observed to have been recently fine-tuned, based on their other attacks.",1
