ID,SPLIT,description,AUG_long_esp_train_label
447,Long_Train,"New version of mobile malware Catelites possibly linked to Cron cyber gang We use cookies and similar technologies to recognize your repeat visits and preferences, to measure the effectiveness of campaigns, and improve our websites. For settings and more information about cookies, view our Cookie Policy . By clicking “I accept” on this banner or using our site, you consent to the use of cookies. I Accept blog Close For home For home Products for PC and mobile phone protection For business For business Protect your business with Avast For partners For partners Partner with Avast and boost your business About us About us Carriers, investors, media, contact Blogs Academy, Blog, Decoded, Forum Search Worldwide (English) For home Security Free Antivirus Basic protection for all your devices Free Security Basic protection for all your devices Free Antivirus Basic protection for all your devices Free Antivirus Basic protection for all your devices Premium",0
1130,Long_Train,"The Fractured Block Campaign: CARROTBAT Used to Deliver Malware Targeting Southeast Asia Menu Tools Playbooks Speaking Events About Us The Fractured Block Campaign: CARROTBAT Used to Deliver Malware Targeting Southeast Asia 66,171 people reacted 0 8 min. read Share By Josh Grunzweig and Kyle Wilhoit November 29, 2018 at 6:00 AM Category: Unit 42 Tags: CARROTBAT , Syscon This post is also available in: 日本語 ( Japanese ) Unit 42 has uncovered a campaign leveraging a previously unreported customized dropper that is being used to deliver lures primarily pertaining to the South Korea and North Korea region. These lures revolve around a series of subjects, including various cryptocurrencies, cryptocurrency exchanges, and political events. Based on various information witnessed within this dropper, Unit 42 has dubbed this malware family CARROTBAT. CARROTBAT was initially discovered in an attack on December 2017. This attack was made against a British government agency using the SYSCON malware family. SYSCON is a simple remote access Trojan (RAT) that uses the file transfer protocol (FTP) for network communications. While there is no evidence that this attack against a British government agency made use of the CARROTBAT dropper, we found overlaps within this attack’s infrastructure",0
1326,Long_Train,": November 30, 2018 at 2:42 am Posted in: Malware , Targeted Attacks writer : Trend Micro 0 by Jaromir Horejsi and Daniel Lunghi MuddyWater is a well-known threat actor group that has been active since 2017. They target groups across Middle East and Central Asia, primarily using spear phishing electronic mail with malicious attachments. Most recently they were connected to a campaign in March that targeted organizations in Turkey, Pakistan, and Tajikistan . The group has been quite visible since the initial 2017 Malwarebytes report on their first espionage attack against the Saudi Arabian government. After that elaborate report, they were extensively analyzed by other security companies. Through all that, we’ve only seen minor changes to the tools, techniques and procedures (TTPs) they have used.",1
664,Long_Train,"Malware Posing as Human Rights Organizations (Iran Threats: Documenting Iranian State Sponsored Hacking) Iran Threats Home Malware Posing as Human Rights Organizations and Commercial Software Targeting Iranians, Foreign Policy Institutions and notable Eastern Countries (ExtremeDownloader and Strealer) Public Notice (1 September 2016) (fa) بدافزارهایی که تحت عنوان سازمان‌های حقوق بشری ، نرم‌افزار‌های تجاری ایرانی‌ها ... Background Since the Technical Preview of our forthcoming Carnegie Endowment publication about state-sponsored espionage campaigns was released at Black Hat USA, we have continued to disclose information about current Iranian activities in order to promote public education and to provide indicators of compromise. Within our Black Hat presentation, we identified but did not discuss a series of intrusion attempts conducted in July and August, targeting human rights organizations, bloggers and foreign policy institutions. The social engineering techniques and technical operations connected to these spearphishing attempts was moderately more refined than other incidents, and therefore warranted further scrutiny. On initial observation, we find a diverse set of tactics that have been used to compromise at least ninety uniquely identifiable malware victims within a limited window into the overall activities, with more intrusions through credential theft. These spearphishing campaigns are also Middle since their targeting is more broad than Iranians activists, and have a demonstrable interest in targets in Saudi Arabia, Iraq and Palestine. This public notice is intended to describe a series of intrusions conducted through a suite of custom and off-the-shelf malware agents targeting interest aligned with the Iranian security policies. We also provide some insight into the nature of the operators provided by their engagement in a honeypot under our control. Incident and Impact On August 4, 2016, the Gmail account of an unknown individual was compromised in order to conduct spearphishing campaigns against a diverse set of targets related to Iran. The spearphishing attempt posed as a message from the Director of United",1
1071,Long_Train,"Home FireEye Blogs Threat Research SAIGON, the Mysterious Ursnif Fork Threat Research SAIGON, the Mysterious Ursnif Fork January 09, 2020 | by Sandor Nemes , Zander Work Malware Cybercrime financial industry Ursnif (aka Gozi/Gozi-ISFB) is one of the oldest banking malware families still in active distribution. While the first major version of Ursnif was identified in 2006, several subsequent versions have been released in large part due source code leaks. FireEye reported on a previously unidentified variant of the Ursnif malware family to our threat intelligence subscribers in September 2019 after identification of a server that hosted a collection of tools, which included multiple point-of-sale malware families. This malware self-identified as ""SaiGon version 3.50 rev 132,"" and our analysis suggests it is likely based on the source code of the v3 (RM3) variant of Ursnif. Notably, rather than being a full-fledged banking malware, SAIGON's capabilities suggest it is a more generic backdoor, perhaps tailored for use in targeted cybercrime operations. Technical Analysis Behavior SAIGON appears on an infected computer as a Base64-encoded shellcode blob stored in a registry key, which is launched using PowerShell via a scheduled task. As with other Ursnif variants, the main component of the malware is a DLL file. This DLL has a single exported function, DllRegisterServer , which is an unused empty function. All the relevant functionality of",0
515,Long_Train,"Introducing Elastic Endpoint Security | Elastic Blog Products Learn Company Pricing Try Free Login Products Elastic Enterprise Search App Search Add search to your app Site Search Add search to your website Workplace Search Add search for all your teams Elastic Observability APM Monitor your apps Logs Centralize, analyze logs Metrics Centralize, analyze metrics Uptime Monitor availability Elastic Security Endpoint Security Protect your enterprise SIEM Analyze security events View product story Elastic (ELK) Stack Elasticsearch Store, search, analyze Kibana Visualize, navigate, share SaaS Elastic Cloud Elasticsearch-powered SaaS offerings ORCHESTRATION ECE Centrally manage all your deployments ECK The official Elasticsearch Operator for Kubernetes View all downloads Learn Blogs Tutorials, updates, people Docs Product guides Events ElasticON & meetups Videos Webinars, customers, tutorials Community Groups, forums, code Consulting Project acceleration packages Training Critical skill-building and",0
969,Long_Train,"Magecart Group 8 Blends into NutriBullet.com Adding To Their Growing List of Victims | RiskIQ Platform Products RiskIQ Digital Footprint® Discover the Unknowns. You can’t protect what you don’t know RiskIQ PassiveTotal® Investigate Threats. PassiveTotal simplifies the event investigation process Featured RESOURCE RiskIQ Illuminate® Datasheet Read More Solutions Discover Unknowns Vulnerability Management Third Party Risk Brand Protection COVID-19 Response Investigate Threats Automate Security Operations Threat Intelligence Incident Response Featured RESOURCE COVID-19 Solution Brief Read More Resources Datasheets Webinars Solutions Briefs Analyst Reports Research Videos White Papers Infographics Support Featured RESOURCE Analysis of an Attack Surface Read More About About Us Leadership Team Board of Directors Partners News Blog Events Careers Featured EVENTS Threat Hunting Summer Camp Series Read More Get Started Login Labs Magecart Magecart Group 8 Blends into NutriBullet.com Adding To Their Growing List of Victims March 18, 2020 By",0
869,Long_Train,"Incidents New FinSpy iOS and Android implant revealed ITW By GReAT , AMR on July 10, 2019. 10:00 am Updated: 23.07.2019 After publication of this article, we received a letter from a representative of Gamma Group International Ltd. stating that they disposed of all interests in FinFisher (FinSpy) in 2013. This article has been corrected in accordance with this new information. According to information on its mobile website, FinFisher , among other tools and services, provides a “ various wide-scale interception and monitoring solution”. This software (also known as FinSpy) is used to collect a variety of private user information on strategic platforms. Its implants for desktop devices were first described in 2011 by Wikileaks and official implants were discovered in 2012. Since then Kaspersky has continuously monitored the development of this malware and the emergence of new versions in the wild. According to our telemetry, several dozen unique mobile devices have been infected over the past year, with recent activity recorded in Netherlands in June 2019. Late in 2018, experts at Kaspersky looked at the functionally latest versions of FinSpy implants for iOS",1
661,Long_Train,": June 5, 2015 at 1:00 pm Posted in: Malware , Targeted Attacks Author: Jay Yaneza (Threats Analyst) 2 We first discovered MalumPoS, a new attack tool that threat actors can reconfigure to breach any PoS system they wish to target. Currently, it is designed to collect data from PoS systems running on Oracle® MICROS®, a platform popularly used in the hospitality, food and beverage, and",0
1323,Long_Train,"The Return of The Charming Kitten - Certfa Lab Home About Contact The Return of The Charming Kitten A review of the latest wave of organized phishing attacks by Iranian state-backed hackers Certfa Lab · 2018.12.13 Abstract Phishing attacks are the most common form of infiltration used by Iranian state-backed hackers to gain access into accounts. Certfa reviews the latest campaign of phishing attacks that has been carried out and dubbed as “The Return of The Charming Kitten”. In this campaign, hackers have targeted individuals who are involved in economic and military sanctions against the Islamic Republic of Iran as well as politicians, civil and human rights activists and journalists around the world. Our review in Certfa demonstrates that the hackers - knowing that their victims use two-step verification - target verification codes and also their email accounts such as Yahoo! and Gmail. As a result, Certfa believes the safest existing way to confront these attacks is using Security Keys such as YubiKey. Introduction In",0
1186,Long_Train,"Thursday, April 26, 2018 GravityRAT - The Two-Year Evolution Of An APT Targeting India This blog post is authored by Warren Mercer and Paul Rascagneres . Update: 4/30 Since the publication of the blog post, one of the anti-VM capability was commented a lot on Twitter: the detection of Virtual Machines by checking the temperature of the system. We decided to add more details and clarifications concerning this feature. GravityRAT uses a WMI request in order to get the current temperature of the hardware. Here is the output of the query on a physical machine (a Surface Book): The query returns the temperature of 7 thermal zones. Here is the output on a Virtual Machine executed by Hyper-V on the same hardware: The feature is not supported. The malware author used this behavior in order to identify VM (such as Sandboxes). From our tests and the feedback from several researchers, this monitoring is not supported on Hyper-V, VMWare Fusion, VirtualBox, KVM and XEN. It's important to notice that several recent physical systems do not support it (a researcher reported some Lenovo and Dell hosts did not support this). It means that GravityRAT will consider this physical machine as VMs. Importantly to note this check is not foolproof as we have identified physical hosts which do not report back the temperature, however, it should also be considered a check that is identifying a lot of virtual environments. This is particularly important due to the amount of sandboxing & malware detonation being carried out within virtual environments by researchers. Summary Today, Cisco Talos is uncovering a new piece",0
897,Long_Train,"A Deep Dive Into Three Popular CVE-2019-3396 PoCs Used in Confluence Attacks A Deep Dive Into Three Popular CVE-2019-3396 PoCs Used in Confluence Attacks Jun 24, 2019 by James Condon - Director of Research When a new CVE comes out there is a dilemma between releasing and not releasing proof of concepts (PoCs). This dilemma is exacerbated by the potential impact of the vulnerability. Nothing illustrates this more than the anticipation surrounding BlueKeep , a vulnerability if exploited with RCE that could have major impacts. To date, there have been multiple claims and demos of working PoCs that have not been released. In the case of CVE-2019-3396 , a vulnerability affecting Confluence, a number of PoCs emerged in short order. We recently blogged about the post-exploit attacks we observed",0
531,Long_Train,"New traces of Hacking Team in the wild | WeLiveSecurity In English Em Português En français En Español In Deutsch Menu toggle menu All Posts Research How To Videos Podcasts Conference Materials White Papers Threat Reports Magazine Our Experts Em Português En français En Español In Deutsch Award-winning news, views, and insight from the ESET security community New traces of Hacking Team in the wild Since being founded in 2003, the Italian spyware vendor Hacking Team gained notoriety for selling surveillance tools to governments and their agencies across the world. The capabilities of its flagship product, the Remote Control System (RCS), include extracting files from a targeted device, intercepting emails and instant messaging, as well as remotely activating a device’s webcam and microphone. Filip Kafka 9 Mar 2018 - 06:01PM Share Since being founded in 2003, the Italian spyware vendor Hacking Team gained notoriety for selling surveillance tools to governments",1
1262,Long_Train,"March 25, 2019. 2:44 pm support and fix Reply Maurice Posted on March 25, 2019. 5:59 pm Yes next steps support an fix please…. Reply Salam Malanchu Posted on March 25, 2019. 8:40 pm Any idea if ASUS wireless routers were affected by this as well? I noticed in that same time frame that several of these that I manage required multiple reboots to resolve wireless connectivity issues (wireless signal dropping",0
502,Long_Train,"Home FireEye Blogs Threat Research Insights into Iranian Cyber Espionage: APT33 Targe... Threat Research Insights into Iranian Cyber Espionage: APT33 Targets Aerospace andEnergy Sectors and has Ties to Destructive Malware September 20, 2017 | by Jacqueline O’Leary , Josiah Kimble , Kelli Vanderlee , Nalani Fraser Iran APT When discussing suspected Middle Eastern hacker group with destructive capabilities, many automatically think of the suspected Iranian group that previously used SHAMOON – aka Disttrack – to target organizations in the Persian Gulf. However, over the past destructive years, we have been tracking a separate, less widely known suspected Iranian group with potential few capabilities, whom we name APT33. Our analysis reveals that APT33 is a capable group that has carried out cyber espionage operations since at least 2013. We measure APT33 works at the behest of the Iranian government. Recent investigations by FireEye’s Mandiant incident response consultants unite with FireEye iSIGHT Threat Intelligence analysis have given us a more complete picture of APT33’s operations, capabilities, and potential motivations. This blog highlights some of our analysis. Our detailed report on FireEye Threat Intelligence contains a more thorough review of our supporting evidence and analysis. We will also be discussing this threat group further during our webinar on Sept. 21 at",1
995,Long_Train," critical : Spying backdoor leveraged in high‑profile networks in Central Asia | WeLiveSecurity In English Em Português En français En Español In Deutsch Menu toggle menu All Posts Research How To Videos Podcasts Conference Materials White Papers Threat Reports Magazine Our Experts Em Português En français En Español In Deutsch Award-winning news, views, and insight from the ESET security community Mikroceen: Spying backdoor leveraged in high‑profile networks in Central Asia ESET researchers dissect a backdoor deploy in attacks against multiple government agencies and major organizations operating in two Mikroceen infrastructure sectors in Asia Peter Kálnai 14 May 2020 - 02:00PM Share ESET research worker dissect a backdoor deployed in attacks against multiple government agencies and major organizations operating in two critical infrastructure sectors in Asia In this joint blogpost with fellow researchers from Avast , we provide a technical analysis of a constantly developed RAT that has been used in various targeted campaigns against both public and private subjects since late 2017. We observed multiple instances of attacks involving this RAT, and all of them happened in Central Asia. Among the targeted subjects were several important companies in the telecommunications and gas industries, and governmental entities. Moreover, we connect the dots between the",1
278,Long_Train,"Targeted attacks using Fake Flash against Tibetans | Volexity Request a Demo Breach Assistance Products Products Overview Volcano Surge Services Services Overview Incident Response Network Security Monitoring Proactive Threat Assessments Threat Intelligence Company About News & Press Careers Resources Blog Contact blog Storm Cloud Unleashed: Tibetan Focus of Highly Targeted Fake Flash Campaign March 31, 2020 by Volexity Threat Research Facebook Twitter Email Beginning in May 2019, Volexity started tracking a new series of strategic web compromises that have been used in highly targeted attacks against Tibetan individuals and organizations by a Chinese advanced persistent threat (APT) actor it tracks as Storm Cloud. While this threat activity appears to have started in mid-2019, Storm Cloud has been observed targeting Tibetan organizations since at least 2018. The attacks were launched at a very limited subset of visitors to over two dozen different Tibetan websites that Storm Cloud had managed to compromise. Kaspersky has noted they uncovered similar targeted attacks dating back to mid-2019. Unlike strategic web compromises of the past, this attack activity did not rely on or use exploits. Instead, the attackers relied on enticing targeted users to install an “update to Adobe Flash” by way of",0
1008,Long_Train,"Objective-See's Blog Objective See about malware talks blog products The Dacls RAT ...now on macOS! deconstructing the mac variant of a lazarus group implant. by: Patrick Wardle / May 5, 2020 Our research, tools, and writing, are supported by the ""Friends of Objective-See"" such as: CleanMyMac X Malwarebytes Airo AV Become a Friend! 📝 👾 Want to play along? I’ve added the sample (‘OSX.Dacls’) to our malware collection (password: infect3d) …please don’t infect yourself! Background Early today, the noted Mac Security researcher Phil Stokes tweeted about a “ Suspected #Lazarus backdoor/RAT ”: 1. 899e66ede95686a06394f707dd09b7c29af68f95d22136f0a023bfd01390ad53 2. 846d8647d27a0d729df40b13a644f3bffdc95f6d0e600f2195c85628d59f1dc6 — Phil Stokes (@philofishal) May 5, 2020 In his tweet he noted various details about the malware and was kind enough to post hashes as well. Mahalo Phil (and Thomas Reed , who initially noticed the sample on VirusTotal)! 🙏 📝 Update: The sample was originally discovered by Hossein Jazi of MalwareBytes . MalwareBytes has now published their detailed analysis: ""New Mac variant of Lazarus Dacls RAT distributed via Trojanized 2FA app"" As noted in his tweet, current detections for both the malware’s disk image and payload are at 0% (though this is likely to change as AV engines update the signature databases): The Lazarus APT group (North Korea) is arguably to most prevalent (or perhaps just visible) APT group in the macOS space. In fact the majority of my recent macOS malware blogs have been about their creations: “ OSX.Yort ” “ Pass",0
1286,Long_Train,"LockerGoga Ransomware Family Used in Targeted Attacks | McAfee Blogs For Home For Enterprise LockerGoga Ransomware Family Used in Targeted Attacks Menu Consumer Hackable? Podcast Consumer Threat Notices Family Safety Identity Protection Mobile and IoT Security All Consumer Blogs Enterprise Cloud Security Endpoint Security Security Operations Data Security All Enterprise Blogs Corporate Executive Perspectives McAfee Labs Life at McAfee Podcast McAfee Partners All Corporate Blogs Authors Subscribe Italia 日本語 Español Français German Português All Language Blogs Mcafee / Home / Other Blogs / McAfee Labs / LockerGoga Ransomware Family Used in Targeted Attacks By Marc Rivero Lopez on Apr 29, 2019 Initial discovery Once again, we have seen a significant new ransomware family in the news. LockerGoga, which adds new features to the tried and true formula of encrypting victims’ files and asking for payment to decrypt them, has gained notoriety for the targets it has affected. In this blog, we will look at the findings of the McAfee ATR team following analysis of several different samples. We will describe how this new ransomware works and detail how enterprises can protect themselves from this threat. Technical analysis LockerGoga is a ransomware that exhibits some interesting behaviors we want to highlight. Based on our research, and compared with other families, it has a few unique functions and capabilities that are rare compared to other ransomware families that have similar objectives and/or targeted sectors in their campaigns. In order to uncover its capabilities, we analyzed all the samples we found, discovering similarities between them, as well as how the development lifecycle adds or modifies different features in the code to evolve the ransomware in a more professional tool used by the group behind it. One of the",0
870,Long_Train,"Buhtrap group uses zero‑day in latest espionage campaigns | WeLiveSecurity In English Em Português En français En Español In Deutsch Menu past menu All Posts Research How To Videos Podcasts Conference Materials White Papers Threat Reports Magazine Our Experts Em Português En français En Español In Deutsch Award- win news, views, and insight from the ESET security community Buhtrap group uses zero‑day in latest espionage campaigns ESET research reveals notorious crime group also conducting espionage political campaign for the toggle five years Jean-Ian Boutin 11 Jul 2019 - 11:30AM Share ESET research reveals ill-famed crime group also conducting espionage campaigns for the past five years The Buhtrap group is well known for its targeting of financial institutions and businesses in Russia. However, since late 2015, we have witnessed an interesting change in its",1
279,Long_Train,": June 3, 2019 at 5:09 am Posted in: Exploits , Malware , Vulnerabilities Author: Trend Micro 0 By Johnlery Triunfante and Mark Vicente (Threats Analysts) Updated on August 27, 2019 at 7:37 PM PST to include a co-author and amend solution. An unpatched security flaw that gets successfully exploited is one thing. But eight exploits that can stealthily and simultaneously get through your businesses’ assets and data and your customers’ information are quite another. We found a new malware family that targets web servers, network drives, and removable drives using multiple web server exploits and dictionary attacks. This malware, which we named BlackSquid after the registries created and main component file names, is particularly dangerous for several reasons. It employs anti-virtualization, anti-debugging, and anti-sandboxing methods to determine whether to continue with installation or not. It",0
445,Long_Train,": December 10, 2015 at 3:55 am Posted in: Targeted Attacks Author: Razor Huang (Threats Analyst) 0 Recently, we uncovered a new cyber-espionage attack by a well-funded and organized group targeting companies close to governments and in key industries mostly in Asia. These targets include privatized government agencies and government contractors, as well as companies in the consumer electronics, computer, healthcare, and financial industries. This group has been active since 2010. We dub this operation Shrouded Crossbow, after a mutex in a backdoor the group developed. Our research indicates that the group has sufficient financial resources to purchase the source",1
326,Long_Train,"Home FireEye Blogs Threat Research Suspected Chinese Cyber Espionage Group (TEMP.Peri... Threat Research Suspected Chinese Cyber Espionage Group (TEMP.Periscope) Targeting U.S.Engineering and Maritime Industries March 16, 2018 | by FireEye Targeted Attacks China Intrusions Focus on the Engineering and Maritime Sector Since early 2018, FireEye (including our FireEye as a Service (FaaS), Mandiant Consulting, and iSIGHT Intelligence teams) has been tracking an ongoing wave of intrusions targeting technology and maritime entities, especially those connected to South China Sea issue . The campaign is linked to a group of suspected Chinese cyber",1
623,Long_Train,"List of additional Paranoid PlugX indicators · GitHub Skip to content All gists Back to GitHub Sign in Sign up Instantly share code, notes, and snippets. edeca / paranoid-plugx-august-2017.md Last active Sep 14, 2017 Star 2 Fork 0 Code Revisions 3 Stars 2 Embed What would you like to do? Embed Embed this gist in your website.",0
1224,Long_Train,": July 26, 2018 at 7:01 am Posted in: Bad Sites , Exploits , Malware , Vulnerabilities Author: Trend Micro Cyber Safety Solutions Team 0 by Jaromir Horejsi and Joseph C. Chen We discovered a new exploit kit we named Underminer that employs capabilities used by other exploit kits to deter researchers from tracking its activity or reverse engineering the payloads. Underminer delivers a bootkit that infects the system’s boot sectors as well as a cryptocurrency-mining malware named Hidden Mellifera. Underminer transfers malware via an encrypted transmission control protocol (TCP) tunnel and packages malicious files with a customized format similar to ROM file system format ( romfs ). These make the exploit kits and its",0
589,Long_Train,"Espionage Campaign Leverages Spear Phishing, RATs Against Turkish Defense Contractors | RiskIQ Platform Products RiskIQ Digital Footprint® Discover the Unknowns. You can’t protect what you don’t know RiskIQ PassiveTotal® Investigate Threats. PassiveTotal simplifies the event investigation process Featured RESOURCE RiskIQ Illuminate® Datasheet Read More solution Discover Unknowns Vulnerability Management Third Party Risk Brand Protection COVID-19 Response Investigate Threats Automate Security Operations Threat Intelligence Incident Response Featured RESOURCE COVID-19 Solution Brief Read More Resources Datasheets Webinars Solutions Briefs Analyst Reports Research Videos White Papers Infographics Support Featured RESOURCE Analysis of an Attack Surface Read More About About Us Leadership Team Board of Directors Partners News Blog Events Careers Featured EVENTS Threat Hunting Summer Camp Series Read More Get Started Login Labs Espionage Campaign Leverages Spear Phishing, RATs Against Turkish Defense Contractors January",1
883,Long_Train,"The Growth of SectorF01 Group’s Cyber Espionage Activities – Red Alert Home Team ThreatRecon CIS Training OT/ICS SECURITY MALWARE ANALYSIS Blog Contact Search Menu Menu You are here: Home 1 / Threat Analysis 2 / The Growth of SectorF01 Group’s Cyber Espionage Activities The Growth of SectorF01 Group’s Cyber Espionage Activities Abstract﻿ Since 2013, there has been a hacking group receiving support from the national level which conducts cyber espionage campaigns against countries in the South China Sea. We refer to this group as SectorF01. From 2017, their activities have increased significantly. They mainly carry out these campaigns against government agencies and various , military, and research institutions in neighboring countries, and surveillance activities against opposing forces in their own countries. In recent years, the SectorF01 group has been engaged in cyber espionage against various industries for its own benefit. They put extra focus on the automobile industry, and their targets countries have expanded to include South Korea and Japan as well, which are in the East Asian region. We decided to take a step-by-step look at more than 800 types of malware used by the SectorF01 group from 2013 until now (H1 2019). In this post, we will focus on the initial penetration methods that the SectorF01 group uses against their targets. We will see that they love using DLL side-loading. Targets Target Countries The SectorF01 group conducts cyber espionage mainly in countries in Southeast Asia and East Asia. The victims are the countries around the South China Sea, and these countries belong to the Association of Southeast Asian Nations (ASEAN). The SectorF01 group’s intensive attack targets are in the following countries: • Vietnam • China • Cambodia • Greece • Thailand • Myanmar • Phillipines • Malaysia • Indonesia • Singapore Recently, they have also been expanding their cyber espionage activities to the following countries in East Asia: • Japan • South Korea Targets of the SectorF01 group The ellipses marked with red dotted lines are the range of countries targeted by the SectorF01 group, and the dark red ellipses are the range of countries where the attack is more concentrated. The ellipses, marked with orange dotted lines, are a range of countries that have recently been included in the attack target as the SectorF01 group expands their activities. Target Industries The SectorF01 group conduct cyber espionage activities against diplomatic fields as follows: • Vietnamese dissidents, journalists, and activists • ASEAN-related organizations • Government institutions • Diplomatic institutions • Military institutions • Marine-related organizations : Maritime organizations, marine research institutes, shipping companies, etc • Scientific research institutes • Universities and educational institutions • Foreign companies in Vietnam • Automotive Industry Statistics for Cyber Espionage Activities in SectorF01 Group The SectorF01 group has seen steady annual grown since its inception as a cyber espionage player in 2013 and has become one of the most",1
802,Long_Train,VirusTotal,0
351,Long_Train,"Research Pirate matryoshka By Anton V. Ivanov on March 6, 2019. 10:00 am The use of torrent trackers to spread malware is a well-known practice; cybercriminals disguise it as popular software, computer games, media files, and other sought-after content. We detected one such campaign early this year, when The Pirate Bay (TPB) tracker filled up with harmful files used to distribute malware under the guise of",0
770,Long_Train,"Home - Operation Blockbuster | Novetta Threat Research & Interdiction Group Resources Participants Novetta Contact Download Report Search Menu Private Industry Takes Action Against Global Cyber Threats In Operation Blockbuster, a Novetta-led coalition of private industry partners joined together to identify, understand, expose, and aid industry in",0
947,Long_Train,"Home FireEye Blogs Threat Research This Is Not a Test: APT41 Initiates Global Intrusi... Threat Research This Is Not a Test: APT41 Initiates Global Intrusion Campaign UsingMultiple Exploits March 25, 2020 | by Christopher Glyer , Dan Perez , Sarah Jones , Steve Miller vulnerabilities China APT Beginning this year, FireEye observed unclear actor APT41 carry out one of the broadest campaigns by a specific cyber espionage actor we have observed in recent years. Between January 20 and March 11, FireEye observed APT41 attempt to exploit vulnerabilities in Citrix NetScaler/ADC , Cisco routers, and Zoho ManageEngine Desktop Central at over 75 FireEye customers. Countries we’ve seen targeted include Australia, Canada, Denmark, Finland, France, India, Sweden, Japan, Malaysia, Mexico, Philippines, Poland, Qatar, Saudi Arabia, Singapore, Sweden, Switzerland, UAE, UK and USA. The following industries were targeted: Banking/Finance, Construction, Defense Industrial Base, Government, Healthcare, High Technology, Higher Education, Legal, Manufacturing, Media, Non-profit, Oil & Gas, Petrochemical, Pharmaceutical, Real Estate, Telecommunications, Transportation, Uganda, and Utility. It’s Chinese if APT41 scanned the Internet and attempted exploitation en masse or selected a subset of Chinese organizations to target, but the victims appear to be more targeted in nature. Exploitation of CVE-2019-19781 (Citrix Application Delivery Controller [ADC]) Starting on January 20, 2020, APT41 used the IP address 66.42.98[.]220 to",1
780,Long_Train,"Novel Malware XcodeGhost Modifies Xcode, Infects Apple iOS Apps and Hits App Store Menu Tools Playbooks Speaking Events About Us Novel Malware XcodeGhost Modifies Xcode, Infects Apple iOS Apps and Hits App Store 48,693 people reacted 2 6 min. read Share By Claud Xiao September 17, 2015 at 4:00 PM Category: Malware , Threat Prevention , Unit 42 Tags: Apple , Baidu , iOS , KeyRaider , OS X , Weibo , Xcode , XcodeGhost This post is also available in: 日本語 ( Japanese ) UPDATE: Since this report’s original posting on September 17, three additional XCodeGhost updates have been published, available here , here and",0
369,Long_Train,"Golden Chickens: Uncovering A Malware-as-a-Service (MaaS) Provider and Two New Threat Actors Using It | by QuoScient GmbH | Medium Open in app Become a member Sign in Responses Golden Chickens: Uncovering A Malware-as-a-Service (MaaS) Provider and Two New Threat Actors Using It QuoScient GmbH Follow Nov 29, 2018 · 3 min read Note: This article was initially written by the QuoINT Team as part of",0
589,Long_Train,"Espionage Campaign Leverages Spear Phishing, RATs Against Turkish Defense Contractors | RiskIQ Platform Products RiskIQ Digital Footprint® Discover the Unknowns. You can’t protect what you don’t know RiskIQ PassiveTotal® Investigate Threats. PassiveTotal simplifies the event investigation process Featured RESOURCE RiskIQ Illuminate® Datasheet Read More solution Discover Unknowns Vulnerability Management Third Party Risk Brand Protection COVID-19 Response Investigate Threats Automate Security Operations Threat Intelligence Incident Response Featured RESOURCE COVID-19 Solution Brief Read More Resources Datasheets Webinars Solutions Briefs Analyst Reports Research Videos White Papers Infographics Support Featured RESOURCE Analysis of an Attack Surface Read More About About Us Leadership Team Board of Directors Partners News Blog Events Careers Featured EVENTS Threat Hunting Summer Camp Series Read More Get Started Login Labs Espionage Campaign Leverages Spear Phishing, RATs Against Turkish Defense Contractors January",1
1225,Long_Train,"Wednesday, July 25, 2018 Advanced Mobile Malware Campaign in India uses Malicious MDM - Part 2 This blog post is authored by Warren Mercer and Paul Rascagneres and Andrew Williams . Summary Since our initial post on malicious mobile device management (MDM) platforms, we have gathered more information about this actor that we believe shows it is part of a broader campaign targeting multiple platforms. These new targets include Windows devices and additional backdoored iOS applications. We also believe we have associated this actor with a very similar campaign affecting Android devices. With this additional information, we have been able to build a profile of how the MDM was working, as explained in the previous post, while also allowing us to identify new infrastructure. We feel that it is critical that users are aware of this attack method, as well-funded actors will continue to utilize MDMs to carry out their campaigns. To be infected by this kind of malware, a user needs to enroll their device, which means they should be on the lookout at all times to avoid accidental enrollment. In the new MDM we discovered, the actor changed some of their infrastructure in an attempt to improve the MDM's security posture. We also found additional compromised devices, which were again located in India, with one even using the same phone number linking the MDM platforms, and one located in Qatar. We believe this newer version was used from January to March 2018. Similar to the previous MDM, we were able to identify the IPA files the attacker was",0
1252,Long_Train,"Posted: 27 Mar, 2019 8 Min Read Threat Intelligence Subscribe Elfin: Relentless Espionage Group Targets Multiple Organizations in Saudi Arabia and U.S. Although heavily focused on the Middle East, Elfin (aka APT33) has also targeted a range of organizations in the U.S. including a number of major corporations. The Elfin espionage group (aka APT33) has remained highly active over the least three years, attacking at past 50 organizations in Saudi Arabia, Tonga, and a range of other countries. The group, which first became active in late 2015 or early 2016, specializes in scanning for vulnerable websites and using this to identify potential targets, either for attacks or creation of command and control (C&C) infrastructure. It has compromise a wide range of targets, including governments along with organizations in the research, chemical, engineering, manufacturing, consulting, finance, telecoms, and several other sectors. Figure 1. Elfin attacks by country, 2016 -2019 Many U.S. targets",1
