ID,SPLIT,description,long_tar_train_label
386,Long_Train,"and versatility of PowerShell since version 2.0’s integration into Windows 7. Unfortunately, with such versatility comes the opportunity for abuse, specifically surrounding the capability to write directly into memory of the host OS. Typically, file-less malware has been observed in the context of Exploit Kits such as Angler. Palo Alto Networks has observed a recent high-threat spam campaign that is serving malicious macro documents used to execute PowerShell scripts which injects malware similar to the Ursnif family directly into memory. We call the malware PowerSniff. Infection First, victims are presented with an email similar to the image below. Figure 1 Redacted email containing malicious Word document At the time of writing, Palo Alto Networks has observed roughly 1500 emails sent",0
387,Long_Train,"Access Remote Access VPN Alternative Zero Trust On-Premises M&A and Divestitures Secure Cloud Migration Secure Third-party Access Industry Zscaler for Government Partner Solutions Microsoft CrowdStrike AWS Silver Peak Cisco SD-WAN VMware VeloCloud Work-From-Home Overview Remote Collaboration Webinars and Live Demos Get insight into the most topical issues around the threat landscape, cloud security, and business transformation. Explore More Resources Resource Center Content Library Glossary Plans and Pricing Virtual Briefing Center CIO Insights Overview CIO Library The Cloud-First Architect Overview Engage with the Community ThreatLabZ Security & Threat Analytics Security Research Blog Security Advisories Vulnerability Disclosure Program Tools and Training Zscaler Tools Training and Certification Webinars and Live Demos Competitive Trade-In Broadcom Security Pulse Secure Symantec DLP Websense Want to learn more about Zscaler? See how Zscaler enables the secure transformation to the cloud. Zscaler Overview Company Company Info About Zscaler Customers Zenith Community Investor Relations Leadership Compliance Careers Zscaler FAQs Contact Us Newsroom Media Center Media Kit News/Press Releases Events Blogs Partners Summit Partner Program System Integrators Service Providers Technology Cloud Security Alliance Partner Inquiry How secure are you? Check your security with our instant risk assessment, Security",1
388,Long_Train,"infrastructure consisting of a climbing club website. North Korea conducted a test missile launch on 3rd July. This campaign appears to be directly related to the launch and the ensuing discussion of North Korean missile technology. This is consistent with previous KONNI distribution campaigns which have also frequently mentioned North Korea. ""N.K. marks anniversary of strategic force, touting missile capabilities"" campaign We identified an executable file, SHA-256 hash sum: 33f828ad462c414b149f14f16615ce25bd078630eee36ad953950e0da2e2cc90, which when opened displays the following Office document: The content of the document is a copy/pasted from an article published on July 3rd by Yonhap News Agency in Korea. In addition to displaying this document, the malicious executable also drops",0
389,Long_Train,"Store ZergHelper presents several security risks, include the following: It provides installation of modified versions of iOS apps whose security can’t be ensured.. It abuses enterprises certificate and personal certificates to sign and distribute apps, which may include code that hasn’t been reviewed, or abuse private APIs. It asks user to input an Apple ID while it also shares some Apple IDs to users. It will log in to an Apple server using these IDs to perform many operations in background. Its author is trying to extend its capabilities via dynamic updating of its code, which could further bypass iOS security restrictions. It uses some novel techniques that are sensitive and risky – techniques that could be used by other malware to attack the iOS ecosystem. ZergHelper appears to have gotten by Apple’s app review process by performing different behaviors for users from different physical locations on earth. For users outside of China, it would act as what it claimed: an English studying app. However, when accessing the app from China, its real features would appear. The app was made available in the App Store on October 30, 2015. However, nobody appeared to have noticed ZergHelper’s hidden functionality until February 19, 2016, when a user created a post in V2EX (a Chinese developer forum) to discuss it. We shared our findings with Apple on February 19, and Apple removed the app from the App",0
390,Long_Train,"it may display) Downloading and executing files Restarting the machine Guildma is very modular. At the time of writing, it consists of 10 modules, not including distribution chain stages. The functionality of individual modules will be discussed later. Evolution of distribution chains Our telemetry indicates Guildma spreads exclusively through spam emails with malicious attachments. Here are a few examples from a campaign from the middle of November 2019. Figure 1. Spam email example (translation: “Hello, please explain these photos to me. I’m waiting for your explanation!”) Figure 2. Spam email example (translation: “Dear member of consórcio , attached is the proof of bid no. 75432.”) Figure 3. Spam email example (translation: “Good morning, I am sending the proof of transfer – DOC. Citibank”) Figure 4. Spam email example. Fake invoice reminder stating that a payment is due the day after tomorrow and that the payment may take up to 72 hours to be processed. One of the defining characteristics of Guildma’s distribution chains is using tools already present on the system, often in new and unusual ways. Another characteristic is reusing techniques. New techniques are added every once in a while, but for the most part, the developers seem to simply reuse techniques from older versions. Figure 5. Distribution chain of Guildma in version 150 Figure 5 shows the distribution chain for version 150, but the structure of Guildma’s distribution chains is very dynamic. For instance, in previous versions, the malicious LNK file shown in Figure 5 was not embedded in a ZIP archive, or an SFX RAR archive containing an MSI installer was used instead. Also, there used to be another JScript stage whose sole purpose was downloading and executing the final JScript stage; there have been too many changes overall to fit into this article. In fact, the only part that has mostly stayed the same is the final JScript stage. Using data from our long-term, in-depth tracking of this family, we have compiled a very",0
391,Long_Train,"usually encounter these as they look for apps that are not available on Google Play, or when they don’t have access to the app store. They then find a link to that application on some obscure web server, download the app, then launch it on their phones. The app will then request for permissions that, when the victims allow, enables malware infection. The Geost sample we analyzed resided in the malicious app named “установка” in Russian, which means “setting” in English. The app showed a version of the Google Play logo as its own icon, which did not appear on the phone screen after launch. Figure 1. Application icon of the malicious app установка When the app was launched, it requested device administrator privileges. This was unusual since legitimate apps don’t often ask for this, as it basically gives an app complete rights over a device. Important permissions that the user might unknowingly allow include those for accessing SMS messages, including confirmation messages from banking apps. These messages allow the malware to harvest the victims’ names, balances, and other bank account details. With just a few clicks, attackers can then transfer money from the bank accounts of unaware victims. Figure 2: Screen",0
392,Long_Train,"the cybercriminals behind this campaign have been very successful – so far their pastebin.com accounts have had more than 500,000 views and they were able to steal US$40,000+ in bitcoins. Malicious domains This newly discovered trojanized Tor Browser has been spreading using two websites that claimed that they distribute the official Russian language version of the Tor Browser. The first such website displays a message in Russian claiming that the visitor has an outdated Tor Browser. The message is displayed even if the visitor has the most up-to-date Tor Browser version. Figure 1. Fake outdated browser message displayed at torproect[.]org Translated to English: Your anonymity is in danger! WARNING: Your Tor Browser is outdated Click the button “Update” On clicking the “Update Tor Browser” button, the",0
393,Long_Train,"be hosted by a telecommunication company who sells cloud services such as: dedicated servers, colocation systems, and so on located in Ukraine. The used language in the current stage perfectly fits the dropping website language. Please keep in mind this language since later on, it would become a nice find. By listing the http:// 31.148.99.254, we might appreciate an nice malware ""implant"" where multiple files are in place, probably to serve multiple attack vectors (es: emails, or tag inclusions, or script inclusion into benevolent html files). My first analysis was on obf.txt (the following image shows a small piece of it) which woke up my curiosity. Lateral Analysis: obf.txt That piece of VB code, could be used to obfuscate VBScripts. Many pieces of code belonging to obf.txt are related to the Russian Script-Coding.com thread where dab00 published it on 2011. Another interesting file is the Certificate.js which shows the following code. Lateral Analysis: Certificate.js Quite an original technique to hide a Javascript File ! As you might see private and",1
394,Long_Train,"password-protected Word docs to push Remcos RAT Published : 2019-09-04 Last Updated : 2019-09-04 00:40:49 UTC by Brad Duncan (Version: 1) 0 comment(s) Introduction Malicious spam (malspam) using attached password-protected Word documents to evade detection is nothing new. I've documented it as early as March 2017 , and this style of malware distribution started years before then. This particular campaign has pushed a variety of malware, including IcedID (Bokbot), various types of ransomware, and",0
395,Long_Train,"for redirecting users to cryptocurrency scam sites, the spam botnet’s routine may be used to spread malware to more systems and vulnerable servers. Given the use of compromised devices for sending malicious links, attribution to a specific group or attacker would be more difficult if this were used for bigger attacks. Furthermore, the probable use of a PHP web shell and functions does not only allow for intrusion and infection — it also allows the attacker to access the servers again even after the exploited flaw is patched. Active since May, the campaign targets users based in the",0
396,Long_Train,Atlas recently Cloud Atlas hasn’t changed its TTPs (Tactic Tools and Procedures) since 2018 and is still relying on its effective existing tactics and malware in order to compromise high value targets. The Windows branch of the Cloud Atlas intrusion set still uses spear-phishing emails to target high profile victims. These emails are crafted with Office documents that use malicious remote templates – whitelisted per victims – hosted on remote servers. We described one of the techniques used by Cloud Atlas in 2017 and our colleagues at Palo Alto Networks,0
397,Long_Train,"threat campaign. We have dubbed the campaign “Autumn Aperture” and have associated it — with moderate confidence — to the Kimsuky, a.k.a. “Smoke Screen”, threat actors. To increase the effectiveness of their campaign, the threat actors obtained documents written by industry experts. The threat actors then appended their malware into these Microsoft Word files. Document metadata indicates that these operations occurred throughout the summer of 2019 with the most recent wave of documents likely being sent around 20 August 2019. This campaign also denoted an evolution in the threat actors’ techniques, as they shifted to more obscure file formats (Kodak FlashPix), resulting in a significantly lower detection rate by anti-virus (AV) products. We hypothesize that these documents, sent via a socially engineered email, would have likely been anticipated by the intended victims, thus increasing the threat actors’ chance of success. Some document examples",0
398,Long_Train,"the data leaked when they were themselves hacked. Wapack labs also observed a similar sample targeting Japan in November. It’s not clear why the attackers chose to use this certificate, as it was old, had been leaked online, and had already been revoked by the time they used it. Digital certificates are typically used because they afford an air of legitimacy, which this one definitely does not. The attackers spoofed several sender email addresses to send spear phishing emails, most notably public addresses associated with the Sasakawa Peace Foundation and The White House. All the spear phishes were socially engineered with subjects appropriate for the target and the apparent sender. One of the more interesting subject lines was used in the White House attack; “[UNCLASSIFIED] The impact of Trump’s victory to Japan,” sent two days after the election. Most of the attacks against academics involved webmail addresses using names of academics but are not tied to those academics openly online. However, all the spear phish recipients used email addresses tied to them online. Figure 1. Recent menuPass activity and some ties to older infrastructure The C2 infrastructure in these attacks is largely actor",1
399,Long_Train,"This morning, SophosLabs is releasing a deep dive into the aftermath of a malware that, two years ago, looked like an unstoppable scourge. On the morning of May 12, 2017, organizations and individuals around the world were attacked by malware now known as WannaCry. WannaCry’s rapid spread, enabled by its implementation of a Windows vulnerability stolen from an intelligence agency, was suddenly halted when security researchers registered an internet domain name embedded in the code – a routine research procedure that, inadvertently, tripped a “kill switch” subroutine in the malware, causing it to stop infecting computers. A small number of variants released in the following days, using new",0
400,Long_Train,"2012, but which has targeted one specific country – Libya. Anton Cherepanov 22 Sep 2016 - 02:06PM Share ESET’s latest research analyzes a piece of malware active since 2012, but which has targeted one specific country – Libya. This blog post describes details that we discovered during our analysis of malware that focuses on a specific country — Libya. The malware has existed since at least 2012, with threat actors using",1
401,Long_Train,"> Events Press Releases In the News Careers | Request a demo Contact Become a Partner Find a Partner Technology Partners Partner Portal Login REQUEST A DEMO CONTACT US This website stores cookies on your computer. These cookies are used to collect information about how you interact with our website and allow us to remember you. We use this information in order to improve and customize your browsing experience and for analytics and metrics about our visitors both on this website and other media. To find out more about the cookies we use, see our Privacy",0
402,Long_Train,"Based on our investigation, the actors behind Operation C-Major were able to keep their Android malware on Google Play for months and they advertised their apps on Facebook pages which have thousands of likes from high profile targets. Link to StealthGenie Several actors involved in Operation C-Major have been rather careless in the past, leaving behind numerous digital traces on the Internet. One of these actors has been actively promoting StealthGenie, a spying app for Android, BlackBerry, and iPhone. This app was marketed as a tool one can use to monitor employees, spouses, and children. However, based on its functionalities, it is no different",0
403,Long_Train,"credential stealer called Dyreza, or Dyre, due to similarities in functionalities and codebase. Due to its modularity, operators of Trickbot are able to gain access to different functions and capabilities by retrieving additional modules from the command and control (C2) servers. These include capabilities such as a worming function (i.e. copying itself to other devices), email inbox parser, and network reconnaissance. Between November 7 – 8, 2019, Unit 42 identified a Trickbot distribution campaign delivered via phishing emails with subject lines using topics around payroll or annual bonuses shown below. “Re: <Company Name> annual bonus document is ready” “Re: annual bonus form for <name>” “RE: <name> Payroll notification” “RE: <Company Name>Payroll notification” Generally, Trickbot and similar tools have been largely associated with using malspam with malicious document attachments as the delivery mechanism of choice by their operators likely",0
404,Long_Train,"wallpaper to point the victim towards these files. Ransom Note We took a look at ransom notes in the last blog post in this series so we won’t go over the details again here, but in summary, theycontain instructions for thevictim on how to pay the ransom and decrypt their files. Example ransom note created by Sodin infection In the case of the Sodin family, this note contains several URLs which thevictim is meant to visit to receive the instructions and see how much is beingdemanded in ransom. No bitcoin address or information regarding the ransom isavailable directly in this file, which is unfortunate (extracting these can beuseful for tracking campaigns/threat actors), but these URLs are still worthextracting for further investigation. The name of the ransom note is defined by the nname field within theconfiguration discussed later in this blog post and will include the fileextension given to all encrypted files. For example, where {""EXT""} isreplaced by the extension {""EXT""}.info.txt . Analyzing Ransom Notes via tria.ge The tria.ge sandbox includes detections for many aspects of ransomware but there will always be data we don’t include in the final report for one reason or another. However, our kernel driver maintains a record of almost all activity on the VM which can be accessed directly via the Triage API, enabling users to",0
405,Long_Train,"this as ANDROIDOS_SOCKSBOT.A and has found at least 3,000 Trojanized apps. The Trojanized apps were hosted by several well-known Android mobile markets, including more than 400 detected on Google Play. The malicious code only makes for a small part of the app, making it difficult to detect. The apps found range from recreational types like games, skins, and themes to phone optimization boosters. Trend Micro notified Google Play of the threats in September, and they took necessary steps to remove the compromised apps. Figure 1. According to its Google Play page, this app has been installed 100,000 – 500,000 times. Figure 2. The structure of the malicious code Multiple threats possible with DressCode Once the Trojanized app is",0
406,Long_Train,"V3”). Most importantly, there was no change to the encoding key (now using offset 20, and offset 11 for second pass against URL encoding) that we had observed being used for the entire decade-long campaign, and documented in our previous blog. From this we conclude that the attackers were unaware of our initial report. Sinkhole Through cooperation with the parties responsible for the C2 domains, we took control of all but one of them, transferring the A records to a server we controlled. This prevented the attackers from being able to subsequently make any further changes to the domain configurations, issue commands to victims, or capture any further data for the majority of victims. An analysis of connections after transfer suggests that the attackers may have used a third-party service to try to understand why they had suddenly lost almost all of their traffic. Figure 1 shows that tool, a geographic representation of victim-C2 traffic, with all but one at that time now communicating with our sinkhole server. Figure 1 Graphical representation of victim traffic to C2 We have since transferred sinkhole control to Shadowserver , whom we thank for subsequent victim notification & remediation ( https://www.shadowserver.org/wiki/pmwiki.php/Involve/GetReportsOnYourNetwork ). Victims We were able to analyze victim C2 traffic to understand who were victims of the Infy campaign. We identified 456 malware agents installed on 326 victim systems, in 35 countries. Figure 2 shows a geographical breakdown of victim locations. We",1
407,Long_Train,"layered defense, which should include two-factor authentication, network segmentation and endpoint protection. Of course, the potential also exists for the adversary to move away from a targeted maneuver to more broadly focused disruptions that could incorporate a much wider array of businesses and even consumers. This means that everyone should view this as a wake-up call — shore up defenses, update/patch your devices and focus on cyber hygiene. Employ authentication everywhere, beware of suspicious links, emails, etc. — phishing/credential theft continues to be popular among attackers. Every business should at least take a second look at every strange thing they see — don't ignore anomalous activities, take the time to see if there is something nefarious at the end of the tunnel. While prior campaigns in the region have heavily relied on wiper malware, this is no guarantee that future campaigns will continue this trend. At times like this, vigilance is key. Campaigns According to US-Cert, Iran has been an active adversary since late 2011 and has been responsible",1
408,Long_Train,"bulletin. There are several notable characteristics regarding this malware, including a unique way for the threat actors to terminate the tool. MD5: 19d38325f715f623bd4b6e819a150cde SHA1: 81c4a8cf8c0da1c590377b37ed5cff8771560a3d SHA256: 7a207137e7b234e680116aa071f049c8472e4fb5990a38dab264d0a4cde126df The file appears to be a variant of the Grateful/Framework POS family. While this variant (via a similar file, 0EB7AC6D2D99D702ECC8B86FF90B0AAC) are described elsewhere , this blog is currently unable to replicate or identify the data exfiltration method detailed in external posts. This method appears statically in strings in similar – but larger – samples, suggesting that it may have actually been removed for certain variants. If that is",0
409,Long_Train,"certainly pose a significant threat, organizations should remain cognizant of the additional threat posed by less advanced actors employing wide or unrestricted targeting. Talos has previously documented one such actor, ""Panda,"" illustrating their potential for long-term exploitation of their victims' resources and their resilience from being deterred from future action. These attributes make Vivin, and other actors like them, legitimate risks to organizational resource abuse and potential data theft. The tactics, techniques, and procedures (TTPs) used by Vivin expose the actor's campaigns to multiple potential points of mitigation. Some of these include good systems hygiene such as preventing the use of pirated software on endpoints, proper event logging and monitoring, and systems resource monitoring. Other mitigation strategies involve a more active defense. For example, blocking the URIs used by the mining pools and the malware's intermediate stages. Detection signatures can also prevent the XMRig miner from being dropped and executed on targeted hosts. What's new? This is yet another reminder that malicious crypto mining still has a major spot on the threat landscape and, judging by this actor, are successful and long standing campaigns. This actors use of pirated software as a mechanism for malware delivery isn't often seen, but can be highly effective. How did it work? This actor used pirated software as an initial infection vector, masquerading their malware as popular software. Once the initial infection was completed ""Vivin"" quickly moved to common Windows tools. This actor has been successful pivoting their infrastructure and wallets as needed to maintain effectiveness. So What? Pirated software is dangerous and can be riddled with malware. Keeping it off your enterprise network will help mitigate the risks actors like ""Vivin"" present. Adversaries are increasingly leveraging LoLBins and organizations need to ensure they are capable of detecting and preventing attacks that leverage them, without hindering productivity. There is still significant money to be made from malicious crypto mining and actors are going to continue",0
410,Long_Train,"the available reports about this threat cover the encryption functionality, this report focuses on some less known but still critical aspects of this threat. JavaScript File Figure 1. The Obfuscated Code vs. The De-obfuscated Code The code in the attack’s malicious JavaScript file uses a number of obfuscation methods, such as: Complex, meaningless names Separating a string into multiple variables and functions, for example: to create the word “Folder” the malware writers define a function, assign some characters to a variable, and return that value when the function gets called: function merqevqi() {",0
411,Long_Train,GitHub Education Marketplace Pricing Plans → Compare plans Contact Sales Nonprofit → Education → In this repository All GitHub ↵ Jump to ↵ No suggested jump to results In this repository All GitHub ↵ Jump to ↵ In this repository All GitHub ↵ Jump to ↵ Sign in Sign up sysopfb / open_mal_analysis_notes Watch 2 Star,0
412,Long_Train,"日本語 ( Japanese ) Over the past month, Palo Alto Networks has observed two spam campaigns targeting users residing in Italy. The spam emails attempt to install the pervasive Andromeda malware onto victim machines. This malware has been around since 2011 and shows no signs of stopping. Compromised hosts cause a victim’s machine to be attached to the Andromeda botnet, giving attackers the ability",1
413,Long_Train,"theft of 12 million baht from ATMs at banks in Thailand. In this blog, FireEye Labs dissects this new ATM malware that we have dubbed RIPPER (due to the project name “ATMRIPPER” identified in the sample) and documents indicators that strongly suggest this piece of malware is the one used to steal from the ATMs at banks in Thailand. Connection to previous ATM Malware Targets the same ATM brand. The technique used to expel currency follows the same strategy (already documented) performed by the Padpin (Tyupkin), SUCEFUL and GreenDispenser . Similar to SUCEFUL , it is",1
414,Long_Train,"Ping IP DNS Lookup Contact Login Sign Up AbuseIPDB » 65.151.152.88 Enter an IP Address, Domain Name, or Subnet: e.g. 52.210.1.6 , microsoft.com , or 5.188.10.0/24 Check IP 65.151.152.88 was found in our database! This IP was reported 39 times. Confidence of Abuse",0
415,Long_Train,"the need to manage their infrastructure – in particular your modems or routers. A set of protocols was created to fulfill that need. It should not come as a surprise that those protocols and ports they are using should be only accessible from the ISP management network. It should not come as a surprise either that sometimes they are available to the whole world. One of those protocols is called TR-064, also know as LAN-Side DSL CPE Configuration. For those of you who are not familiar with the ISP slang, CPE stands for customer-premises equipment and DSL for digital subscriber line . The details of the protocol are available online for those more interested in this subject. On some modems and routers TR-064 is publicly available to the outside world. It means that any internet user can command those devices to for example change DNS or NTP settings. While changing DNS settings should be considered as a severe issue (for example the attacker can substitute his own server for your banking website), the ability to change the NTP server setting does not seem a real threat (unless we don’t want our router to",0
416,Long_Train,"Which brings us to yet another family of ransomware – AlphaLocker. Introducing AlphaLocker This family of ransomware is directly purchased from the author via the Internet. The buyer can then choose to host/spread/distribute it in whatever way they see fit - as opposed to some of the more recent turn-key offerings like Ransom32, ORX-Locker, or Encryptor RAAS , which lack a full administrative panel and other customization features present in a fully packaged malware ‘kit’. This is an interesting example to highlight for a couple of reasons. First and foremost, AlphaLocker is cheap compared to other types of ransomware. The first versions began to appear in March 2016, priced at only $65 USD, paid via Bitcoin. Figure1: AlphaLocker Advertising Figure 2: More AlphaLocker Advertising Figure 3: Still More AlphaLocker Advertising For that low price you get your own unique copy of the main executable (the actual ransomware), the master decryptor binary (based on Hidden Tear",0
417,Long_Train,"sources of data to get a complete picture of a threat – all one click away. Security System Partners Anomali seamlessly integrates with many Security and IT systems to operationalize threat intelligence. For Partners Anomali SDKs Become an APP Store Partner Partners Overview Anomali offers competitive advantages and new revenue opportunities for partners looking to enhance their product portfolios with our market-leading threat intelligence platform. Learn more Apply Today Channel Resellers MSSPs System Integrators Featured Research Resources Datasheets Partner Datasheets Videos Webinars White Papers Detect Sessions Browse all Topics What is Threat Intelligence? Threat Intelligence Sharing Threat Intelligence Platform (TIP) STIX/TAXII MITRE ATT&CK Free Tools Weekly Threat Briefing STAXX Limo Anomali Newsletter About Anomali Anomali delivers intelligence-driven cybersecurity solutions, including ThreatStream®, Match™, and Lens™. Companies use Anomali to enhance threat visibility, automate threat processing and detection, and accelerate threat investigation, response, and remediation. Learn more Anomali at Work Leadership News & Events Awards Careers Get in touch Contact us Request a demo Illicit Cryptomining Threat Actor Rocke Changes Tactics, Now More Difficult to Detect By: Anomali Threat Research October 15, 2019 Category: Research ​ Summary Rocke, a China-based cryptomining threat actor, has changed its Command and Control (C2) infrastructure away from Pastebin to a self-hosted solution during the summer of 2019. The setup scripts were hosted on the domains “lsd.systemten[.]org” and “update.systemten[.]org” as pastes. In September 2019, the actor moved away from hosting the scripts on dedicated servers and instead started to use Domain Name System (DNS) text records. These records are accessed via normal DNS queries or DNS-over-HTTPs (DoH) if the DNS query fails. In addition to the C2 change, functionality was also added to their LSD malware to exploit ActiveMQ servers vulnerable",0
418,Long_Train,"their efforts with appropriate U.S law enforcement on this campaign. The attack commences when an unsuspecting victim uploads a trojanized theme to their web server. References to those trojanized files date back to stack overflow posts from October 2017. Once all the malicious files are downloaded, the threat actor gained full control over the web server - allowing them to add an administrative account, recover the web admin’s email account and WordPress password hash. If the password was recovered, from the hash and was used for multiple accounts, it could allow access to corporate resources. In most cases we assess that the web servers ultimately became part of the Propeller Ads advertising network. Additional research shows that the Propeller Ads network has been associated with a plethora of malicious activity from different threat actors, including but not limited to malvertising and the Fallout exploit kit . This ad network is manipulated by attackers to become the contagion vector, allowing threat actors to remotely post malicious ads on otherwise benign websites. The malicious ads run javascript files, and surreptitiously install malware on victimized machines. If successful, this technique could allow the threat actor to steal usernames, passwords, and private files from victims' computers. WordPress Malware PHP’s Labyrinth Campaign Walk Through Infection source The Prevailion team has been able to identify 30 platforms that served trojanized WordPress Themes. The most prominent websites appeared to be called Vestathemes.com. The website description states that they offer “Thousands of free nulled, [a.k.a. pirated] WordPress Themes and Plugins.” When analyzing this cluster of WordPress platforms we observed a number of irregularities that make us believe they were fictitious, and managed by the same entity. For instance, sites had broken links to social media icons that took the visitor right back to the homepage, furthermore all the suspicious websites appeared to use the same template. Screenshot of Vestatheme.com and null5.top website To supplement this claim; in at least one instance the threat actor created domain, null24[.]icu, displayed the page header",0
419,Long_Train,"Analysis technology, which can be used to hunt for additional variants of these threats! 1) Trickbot [ Link to Analysis ] Trickbot is a common banking trojan which steals personal financial information, browser credentials, and other user data. The malware has been active since September 2016 and is believed by many to be the successor of Dyre—a similar banking trojan which",0
420,Long_Train,"you for Article and awareness creation. Reply John Posted on November 5, 2019. 2:40 pm Thank you for the post! Reply Fernando",0
421,Long_Train,"time, was largely undetected by anti-malware products. We observed several waves of attacks using this version, most recently in October. The new waves of attacks also included a new generation of USB stealers deployed by the Sofacy actor, with the first versions dating back to February 2015, and which appear to be geared exclusively towards high profile targets. Sofacy’s August 2015 attack wave In the months leading up to August, the Sofacy group launched several waves of attacks relying on zero-day exploits in Microsoft Office, Oracle Sun Java, Adobe Flash Player and Windows itself. For instance, its JHUHUGIT implant was delivered through a Flash zero-day and used a Windows EoP exploit to break out of the sandbox. The JHUHUGIT implant became a relatively popular first stage for the Sofacy attacks and was used again with a Java zero-day (CVE-2015-2590) in July 2015. While the JHUHUGIT (and more recently, “JKEYSKW”) implant used in most of the Sofacy attacks, high profile victims are being targeted with another first level implant, representing the latest evolution of their AZZYTrojan. Two recurring characteristics of the #Sofacy group are speed and the use of multi-backdoor packages Tweet The first versions of the new AZZY implant appeared in August of this year. During a high profile incident we investigated, our products successfully detected and blocked a “standard” Sofacy “AZZY” sample that was used to target a range",0
422,Long_Train,"a malicious word file. This post will be more focused on social engineering techniques leveraged by threat actors. Yes, the world revolves around you! You are the most important person in the room, the office, the world! The bad folks at Evil Hacker Group or Ministry of Evil Cyber Espionage know this better than you, and the most clever folks who craft the spear phish and naming methods",0
423,Long_Train,"deployed as a malware loader and used to infect systems with additional malware in multi-stage infection chains. Pony is still used heavily as the sources of multiple Pony versions leaked thus making it much easier for other malicious actors to implement Pony into their infection chain. The Pub This campaign was delivered using email attachments which is a very common method of infection for old and new malware. The difference here is the use of .pub files. The attached file was delivered to the end user as ""skbmt_fax45.pub"" the attacker made no attempt to try to hide the file type. Frequently we see attackers hiding the true file type within a .zip compressed file. However, the 'SKBMT' name can be misread as part of the 'SKMBT' prefix used by Konica Minolta scanner (SKMBT - Scan Konica Minolta Business Technologies). The file was a seemingly legitimate Microsoft Publisher file. In the email the attacker tries to entice the user to open the email by asking for services from the end user. In this instance",0
424,Long_Train,"bad guys. With Magecart, we followed the crime syndicate's first group and carefully analyzed its skimming code. As new Magecart groups materialized with unique code and tactics, we built on our Magecart base knowledge to get better and better at detecting Magecart and other forms of web skimming. In this article, we will discuss our insights into a criminal group that maximizes their profit by working in two ecosystems that are typically distinct: phishing and web skimming. By leveraging a tactic with which they had tons of experience, phishing, they could double-dip into one with which they had less expertise, web skimming. By combining tactics, this group was playing with a full deck when it came to stealing financial data—introducing Full(z) House. Here, Malwarebytes published an article highlighting a small piece of this group's activity in card skimming. Introduction When different criminal ecosystems intersect, the overlap typically lies in the same place: the end goal of accruing profits. At times, we find criminal groups operating for a long time in one particular ecosystem dip their toe in another and experiment with new methods of monetizing.",0
425,Long_Train,"exploit kits in circulation, gaining prominence shortly after Neutrino dropped out of active circulation. Sundown is something of an outlier from typical exploit kits. It tends to reuse old exploits and doesn’t make an effort to disguise their activity. The URLs for Sundown requests for Flash files end in .swf, while Silverlight requests end in .xap . These are the normal extensions for these file types. Typically, other exploit kits make an effort to hide their exploits. In addition, Sundown doesn’t have the anti-crawling feature used by other exploit kits. Recent use of",0
426,Long_Train,"on January 9, 2017. 3:33 pm Switcher do not use any Android vulnerabilities, so there is no need to patch phone’s firmware. Instead, it is better to change router’s default password and install AV",0
427,Long_Train,"as well as ordinary computers, and will often try to encrypt or destroy back up data. The affected organization could have its operations severely disrupted, losing access to vital data and services. Loss of business and reputational damage could add to the likely high financial cost of any clean-up operation. Faced with this kind of chaos, it is hardly surprising that some stricken organizations consider paying the often-exorbitant ransom demand. Given this outcome, nor is it surprising that a growing number of cyber criminals are turning their attention to targeted ransomware. In a new white paper, published today , Symantec has found that the number of organizations being attacked by targeted ransomware has grown rapidly since the beginning of 2018. Multiplying threats The rapid growth in attacks coincides with the emergence of a number of new targeted ransomware gangs. For some time, the only",0
428,Long_Train,"how Emotet evolved from being a banking Trojan, to a malware loader with modular functionalities . The modular functionality of the malware allows the Emotet operators to install additional malware onto machines that are part of the Emotet botnet. The Emotet operators also provide their botnet as “Malware-as-a-Service” to other cyber-criminal gangs, who install their own malware of choice to the infected systems. For example, Emotet was recently used to deliver the Trickbot Trojan, which was then used to deliver the Ryuk ransomware. Given Emotet’s destructive capability, incidents within enterprises have cost hundreds and thousands of dollars in recovery costs. The threat of an",0
429,Long_Train,"a Visual Basic Script (VBS) file that it downloads and executes. As with the other Latin American banking trojans, Mispadu also collects information about its victims, namely: OS version computer name language ID whether Diebold Warsaw GAS Tecnologia (an application, popular in Brazil, to protect access to online banking) is installed list of installed common Latin American banking applications list of installed security products As in the cases of Amavaldo and Casbaneiro , Mispadu can also be identified by its use of a unique, custom cryptographic algorithm to obfuscate the strings in its code. This is used in all components, as well as to protect its configuration files and C&C communications. Figure 1 illustrates the core code implementing this algorithm, and Figure 2 pseudocode for the algorithm. Figure 1. Core of Mispadu’s algorithm for data decryption def decrypt_string(data_enc, key):seed = data_enc[0] - 0x41 # 'A'data_dec = str()for i in range(1, len(data_enc), 2):b1 = (data_enc[i] - 0x41) * 25b2 = data_enc[i+1] - 0x41 - seed - keydata_dec += chr(b1 + b2)return data_dec 1 2 3 4 5 6 7 8 def decrypt_string ( data_enc , key ) : seed = data_enc [ 0 ] - 0x41 # 'A' data_dec = str ( ) for i in range ( 1 , len ( data_enc ) , 2 ) : b1 = ( data_enc [ i ] - 0x41 ) * 25 b2 = data_enc [ i + 1 ] - 0x41 - seed - key data_dec += chr ( b1",1
